title,content,department
간수치 혈액검사 결과문의,간수치 혈액검사를 두번했는데 두번다 간수치가 높다 그러더라구요     금주 한지는  년가까이 됬는데 원인이 뭔지 또 검사결과 문제되는것이 무엇인지 궁금합니다,혈액종양내과
치루 수술후 고름,초음파검사로 치루 터널이  개가 있는걸 확인했었고 수술을 하였습니다  그리고  개월이 지났는데 아직도 고름이 계속 나옵니다   좌욕도 항상하고 술도안먹는데 매일 고름이 나와서 항상 거즈를 끼고 살고있습니다  아프지도 않고 가렵지도않지만 고름이 계속 조금씩 나와서 걱정입니다  다시 병원에가서 수술을 해야하나요 ,혈액종양내과
제가 악성빈혈인가요 ,제가 중 때 강한 땡볕에 서 있었는데  앞에는 아무것도 안보이구요  사람들마저도 안보이구요  색상은 보라색이던데요  혹시  악성빈혈인가 싶어요  빈혈종류도 여러가지라고 하던데  저 같은경우는 어떤 빈혈에 속하나요 ,혈액종양내과
췌장종양지수가 뭔가요 ,피검사로 췌장종양지수가 나왔습니다  정상수치가 얼마인가요  저는 꾸준히 관찰해야하는 수치로 나왔다고 하더군요 ,혈액종양내과
피임약 복용  ,제가 혈소판 빈혈 백혈구 수치가 다 낮은데 피임약 먹어도 괜찮을까요  예정일은 지났지만 급해서요  이번주 금요일까지 먹을 예정인데 엄마가 혈관 문제라 못 먹게 해서요 ,혈액종양내과
 학년 이번달이 만 세아이,선생님  안녕하세요  네이버 지식상담 통해서 여기까지 문의하게 되었습니다      첫째딸  학년 이번달이 만 세아이 ALP수치가     나왔습니다  건강상 무슨 문제가 있는건가요  무슨 검사를 추가적으로해야 되나요      둘째아들  학년 이번달 만 세아이 당화혈색소검사    로 높게나왔습니다  집안에 유전적으로 당뇨는 없습니다   형당뇨로 정밀검사 받아봐야 될까요  어떤검사를 추가적으로 받으면 될까요      첫째딸 당화혈색소     둘째아들 당화혈색소     남매가 둘 다 당화혈색소가 높네요  대학병원가서 둘 다 무슨 검사를 받아야 되는지 궁금합니다   형당뇨일까봐 너무 걱정되고 무섭습니다  선생님의 답변 듣고싶어요  ,혈액종양내과
뇌출혈 증상일까요   벼락두통 ,안녕하세요   대 남자입니다  현재 만   살  우선 저는   년도부터   년도까지 B세포림프종으로 항암치료를 받았습니다  지금은  달에 한번씩 피검사로 진료받아  저번주에 갔을때는 피검사에서는 아무 이상없이 깨끗하다 하셨습니다   그런데 어제 면도하고 난 후에 인중하고 앞머리가 벼락맞은 듯이   초동안 통증이 있었는데 이 증세가   년도부터 가끔씩 그래서 그냥 넘기려 했었습니다   과거에도 면도한 자국에 통증이 심했음  근데 어제는 통증 횟수가 잦아 좀 마음이 불안하여 네이버에 찾아보니 지주막하 뇌출혈일 수도 있다는데 CT나 MRI를 받아야 하는지 전문가분들께 여쭤봅니다    이렇게 불안한 마음에 다시 과거와 같은 일이 벌어지고 싶지 않아 여쭤봅니다     빠른 답장주시면 감사하겠습니다    ,혈액종양내과
헌혈이후 혈관이 뽈록 튀어 나왓는데 괜찮은건가요 ,헌혈이후 주변 피부를 만져보니깐   팔 혈관에 헌혈한 주사끝부분에 닿은 혈관   에만 뿔룩 튀어나왔어요  괜찮은걸까요  살짝 만져보면 아무것도 안느꺼지는데 꾹 눌러서 확인하면 이물감   이 있어요 헌혈 안한 팔은 아무리 해봐도 이물감이 느꺼지지 않아요   이것때문에  혈관미주신경반응이 일어난걸까요  최근에  번이나 연속으로 혈관미주신경반응이 일어나서요   헐혈한 혈관 주변 전체또는 헌혈한 일자로 브푸러 오른게 아닌     팔 혈관 헌혈한 주사 끝부부분에 닿은 혈관만  그래요뿔룩 튀어 나왔어요  ,혈액종양내과
헌혈후 혈관이 부었어요 어떻게 해야할까요 ,헌혈을 제가 자주 하는데 이번이 혈관이 부운건 처음이라   혈관이 부었을때 어떻게 해야 하나요  하지 말아야 하는것이 잇나요  머  팔을 자주 굽힌다던지 아니면 팔을 굽힌 상태에서 그 팔로 몸으로 기댄다던지  ,혈액종양내과
구내염일까요   ,아랫입술을 올려서 까니 여러개의 투명한 물집이 생겼습니다     지금 임산부이고 코로나 확진으로 면역이 많이 약해지고 아랫입술 자주 터서 아프고 혓바닥에도 구내염이 조금 생겼습니다   그런데 잘 닿는 부분이라 그런지 거슬리고 약간 따가워요  두개는 터졌는데 따갑네요     비대면 진료를 봐도 받을 수 있는 약이 없어서 우선 문의드립니다   ,혈액종양내과
갑자기 살이 빠졌어요   ,    년   월중순 감기증세가 심하였음      년   월말 피가래가 소량 하루 회정도  일 발생      년  월초 흉부CT결과   폐출혈증상  약 처방  주일  피가래 멈춤      년  월초 복부CT결과   이상없음  피검사시 당화혈색소     나옴  platelet 수치          남옴      년  월초부터 식단 및 유산소운동 병행하여 현재    키로 감량  조절전에는  주일에    일 탄수화물및 음주를 즐김     질문   식단및 유산소운동만으로 급작스럽게 체중이 빠질수 있나요  걱정되어 다른 검사라도 할려니 어떤 검사가 좋을지 상담드립니다         ,혈액종양내과
초밥먹다가 폐혈증에 걸릴수도 있나요 ,오늘 새우 회를 먹다가 딱딱한 꼬리에 혀가 조금 베였습니다  조금 피가 났구요  아프진 않습니다만  혹시나 폐혈증에 걸릴까 걱정입니다  내일까지 기다려보는게 좋을까요 ,혈액종양내과
어제부터 입에서 피나옵니다,안녕하십니까 어제부터  입에서 피가 섞여나옵니다 무슨 증상일가요 어느과로 가봐야 할가요 ,혈액종양내과
병원 당화혈색소 검사 질문이요,병원가서 손끝으로 하는 당화혈색소 검사를 했는데요 알콜솜이 마르지도않았는데 피를 채취해서 하던데 결과 영향이 크지않을까요  ,혈액종양내과
대변을 보고 뒷처리를하는데 피가 나옵니다,하루  이틀전부터인가 대변을 보고 뒷처리하는데 휴지를 사용하니 피가묻습니다  원래 이런증상이 없었는데 좀 많이 당황스럽습니다  게실염으로 퇴원한지  주쯤 지나긴했는데 게실의 영향인지 아니면 다른게 원인인지 걱정됩니다 ,혈액종양내과
관리했는데도 당화혈색소가 올랐어요 , 개월전에 당화혈색소가    여서 오늘 검사했는데    이 나왔어요 그동안 운동하고 식이요법하고 열심히 관리했는데 수치가 더 올랐어요 의사선생님은 정상이라고 하시는데  관리해도 오르니 힘이 빠집니다 어떻게 해야하나요 ,혈액종양내과
코로나확진후 crp수치    ,  일 crp수치     코로나확진 일후   일 crp수치     코로나확진  일후 확진후 열흘이지났는데 어지러움 정강이뼈약간멍듬 종아리무겁고 발저리고 잘때 가슴통증 있어서 검사하니 갑자기 crp수치가    라네여      기침가래는없는데 등뼈도아프네여  어디가서 멀더 검사해야되는지 답답해서 남겨요     정도면 자연적으로 없어질수도있나요  ,혈액종양내과
해모글로빈    ,  대 여성 입니가 헤모글로빈 즉 빈혈 수치가    이 나와 수혈 받고 치료도 하고 있습니다  재빈판정받음   근데    이 어느 정도로 낮은 상태였던건가요  심한가요 정상기준이   라고 해서 낮은거 같긴한데 숫자로만 판단해서 어렵네요,혈액종양내과
치칠수술후 항문에서 피,작년  월 치질수술하고 이제  개월정도 되었는데요 아직까지 대변 볼때 약간의 항문통증과 피가 묻어납니다       뭐 대변 다보고나면 아픈건 없구요 괜찮은걸까요   ,혈액종양내과
오늘 대변을 보고 물을 내리려는데 화장지에는 피가 묻어있고 변기에 피가 조금 났더라고요 근데 혈변을 보는게 대장암 증상이라고 해서요  이제   ,오늘 대변을 보고 물을 내리려는데 화장지에는 피가 묻어있고 변기에 피가 조금 났더라고요 근데 혈변을 보는게 대장암 증상이라고 해서요  이제   살인대 설마 대장암은 아니겠죠  ,혈액종양내과
cea수치,친정아빠가 혈액검사후 cea 수치가   가 나왔어요  특별히 건강이상 없었는데 한달여전부터 입맛도 없으시다고 식사도 제대로 못하셔서 병원갔다 CT 찍었더니 폐암종양이 보인다고 혈액검사를 했더니 수치가 이렇게 높이 나왔네요  어떻게 해야 될까요  눈물밖에 안나오네,혈액종양내과
 사진첨부  적혈구 과다증이 의심된다고 하는데요   ,안녕하세요   살 남성입니다  비흡연자고요 현재 비만이랑 고혈압전단계  간질환의심 지방간의심  운동부족에 음주조심 이렇게 기본적으로 건강검진에서 진단받았고 올해 추가로 적혈구 과다증이 의심된다고하더라구요    네이버에 쳐보니 암의 일종이라는데    손발이 떨리네요 그래서 저번에 받았던 건강검진표 보니  년전에는 혈색소 수치가     이였는데 지금은     로 떨어지긴 했지만    그땐 그 병원에서 정상이     까지로 되어있었는데 다른 병원에서 건강검진하니 그 병원은 정상이     라고 하는데    대체 뭐가 정상인가요           이면 심각한 문제가 있는건가요  안그래도 간수치가 높아서 걱정인데 더 걱정이네요 이게 확진되면 암이라하니깐요   ,혈액종양내과
피검사 결과인데 문제가 되는 부분이 있을까요 ,결과를  주뒤 보기로 했는데 피검사 항목에 처음 보는거도 있고 수치가 높거나 낮아서 걱정이네요,혈액종양내과
안녕하세요 어머니가 혈소판 수치가 천까지 떨어지셨는데 반점생기고 혀에 피주머니 생기셨어요 지금 평소처럼 너무 괜찮으신데 이런경우의 특발성 감소증,안녕하세요 어머니가 혈소판 수치가 천까지 떨어지셨는데 반점생기고 혀에 피주머니 생기셨어요 지금 평소처럼 너무 괜찮으신데 이런경우의 특발성 감소증일때도 뇌출혈이 언제든지 생길 수 있나요  생명이 위독한건가요    지금 입원해계세요 죄송하지만 빠른 답변 부탁드립니다 ,혈액종양내과
혈액 응고검사 어디서 하나요 ,동네 내과 가서 해도 되나요 ,혈액종양내과
급합니다 내공 많이 겁니다,안녕하세요 특발성 혈소판 감소증으로 수치가 천까지 내려가서 어제 갑자기 입원했는데요  만까지내려가면 언제 뇌출혈이 와도 안 이상하다고 하더라구요 지금 멀쩡하고 평소랑 그대로인데 일단 수혈한다고 입원은 했어요 현재상태에서 뇌출혈의 위험이 많이 큰가요  터지면 지혈이 안되니까    지금 상황이 생명이 위독한 경우인가요  수치상으론 그런데 지금 몸 컨디션이 너무 평소랑 똑같아서요   아 몸무게는  키로 정도 갑자기 올라갔어요 이건 다른 위험의 요인이 아닌지 그냥 단순 수액때문인지 궁금합니다,혈액종양내과
엄지 발톱 옆에 상처가 났는데 점점 단단해지면서 진물이 나와요  내공     ,가끔 발톱을 자를 때 옆에 살까지 같이 찢어 지는 경우가 잦은데 이번에는 그 상처가 붓더니 점점 단단해지고 오늘 아침에는 진물까지 나와요  누르면 통증 있고요  이거 심갈한 걸까요 ,혈액종양내과
K 수치 질문,K s 랑 K wB 랑 다른건가요   똑같은 칼륨 수치 아닌가요 ,혈액종양내과
뇌하수체종양,생리불순으로 피검사를 했는데 프로락틴 수치   가 나왔습니다 그래서 한달뒤에 피검사를 해보자고했습니다 근데 지금 두달이 다 되가는데 생리가 안나옵니다 산부인과를 가야되는데 뇌하수체 종양일까봐 겁납니다 이런 상황에서 뇌mri를 찍는 것은 과한 건가요 ,혈액종양내과
가슴 종양 수술 후  키로가 쪘는데 원래이런가요 ,월요일 입원  화요일 가슴 종양 수술 후 목요일인 오늘 퇴원하고 얼굴이 넘 부어있어서 살찐 거 같아 집 와서 몸무게를 재봤더니   에서   이 되어있네요 이거 진짜 살찐건가요  아니면 일시적 ,혈액종양내과
손가락에 수포 같은게 올라오네요,문제가 있을까요  사진상 잘 안보이긴 하는데    아주 약간 부은거같기도 하구요  사시미를 잡아서 쇠독이 든건지 요즘 하고 있는 일은 스시집에서 전체적인 일을 하고 있습니다  해외 거주중이라 병원도 못가보고 가벼운 조언이라도 듣고 싶네요  ,혈액종양내과
생리후 헤모글로빈    ,평소에 Hb  정도 나왔는데   생리직후에  까지 떨어질수가 있나요  ,혈액종양내과
뇌종양 증상일까요   살,저희 아빠가 뇌종양으로 돌아가셨는데 전조증상이 스트레스 받으면 머리아픔  눈 빠질거 같은 통증 이건데 지금 코로나 걸려서 그런가 눈이 빠질거 같아요 머리 아픈건 전부터 울거나 스트레스 받으면 그랬고 뇌종양 증상일까요,혈액종양내과
유두에서피가나와요,  대여성입니다 년전병원에서유방초음파를해서양쪽물혹이있다고얘기들었습니다몇칠전부터오른쪽유두에젖같은분비물이나오고왼쪽유두엔피가섞여서나읍니다병원가서초음파검사를했는데괜찮다고하네요어깨아파가서정형외과약을먹고있는데그약때문에그럴수있다고걱정하지말라고하는데정말괜찮은건가요 아님다른병원에가서검사를더해봐야되는지궁굼합니다,혈액종양내과
가슴에 양성종양이 있는데 이노시톨 복용해도 될까요 ,다낭성증후군 소견으로 이노시톨 복용중입니다  오른쪽 가슴에 멍울이 있고 조직검사 결과 유방 양성종양이라고 진단 받았습니다  가슴에 양성종양이 있는데 이노시톨 계속 복용해도 상관관계는 없을까요 ,혈액종양내과
Pcr검사결과 언제쯤 나올까요,제가 부산에서 좀 시골에 사는데 동거인 확진이라 pcr검사를  시   분쯤 받으러 갔거든요 사람은 별로 없어서     분 기다리고 바로 했어요 언제쯤 나올까요 ,혈액종양내과
 나눈질문   피검사 결과좀 봐주세요 ,결과지는 이렇게 나와있는데 볼줄을 몰라서 답답하네요  ,혈액종양내과
 나눈질문   피검사 결과좀 봐주세요 ,결과지는 이렇게 나와있는데 볼줄을 몰라서 답답하네요  ,혈액종양내과
프로락틴 수치,혈액검사에서 프로락틴 수치가      가 나왔는데요 남성 정상 수치 범위가           이라는데  위험한걸까요   높으면 어디가 안좋은거죠 ,혈액종양내과
간수치     ,그제 하루종일 토하고 너무 힘들어서 새벽에 응급실가서 피검사하니 간수치가     이 나와서 지금 입원해 있는 상태입니다 정확한 원인은 모르겠고 금식하면서 포도당 맞고 하루 지났더니     까지 내려갔는데 여전히 속도 안좋고 원인이 무엇일까요   ,혈액종양내과
등에 이거 뭔가요,크기는  cm정도 됩니다  이거 뭘까요 ,혈액종양내과
멍이 들었던 부위에 멍울이 잡혀요,얼마전에 세게 부딪혀서 멍이 생겼는데 지금은 다 빠졌어요 근데 멍이 든 부위에 알맹이가 잡히더라고요  만지면 멍든 곳 누른 것처럼 통증이 있습니다 외관상으로는 전혀 보이지 않습디다 종양이나 이런 것도 의심해봐야 되나요  딱딱합니다,혈액종양내과
피검사 후 팔에 멍이 생겼습니다 ,건강검진때문에 피검사를 받았는데     일 후 부터 피 뽑은 팔에 사진처럼  멍이 여기저기 생기더니 번지기 시작했습니다     주일 정도 지난 지금까지 저대로네요   멍으로 인한 통증은    일 뒤에 사라졌지만 자국은 남았어요   원래 피검사 후엔 저럴때가 있나요   전에 했었을땐 저러지 않았던 걸로 기억해서요 ,혈액종양내과
뇌종양이 맞을까요 ,안녕하세요  몇달동안 생리를 안 해서 산부인과에서 프로락틴수치 검사결과    가 나왔습니다 조현병 약 아미썰을 복용하고있어서 프로락틴 수치가 높아진 것 같아 아빌리파이로 변경하고 한달째가 됐는데도 생리가 안 나오네요 아직 프로락틴 수치 검사를 해보지않았는데 어제 갑자기 눈 앞이 깜깜해지면서 쓰러졌고 병원에 가보니 혈압이      이라며 저혈압으로 쓰러진 것이라고 하네요 뇌종양이 생겨도 저혈압으로 쓰러지는 경우가 있나요 ,혈액종양내과
뇌종양 방사선 치료중 코로나확진,방사선 치료를 하는 중입니다 끝나갈 무렵에 코로나 확진이 되었는데    몸살약을 먹어도 되나요     방사선 치료를 매일 가서 받는데 도중에 일주일 격리하는동안 치료를 미뤄도 괜찮은가요     암환자분들중에 코로나확진 받으셨던분들 몸상태가 어떠셨는지 궁금합니다,혈액종양내과
간 수치 문의드려요,간기능 GOT GPT      로 약간 증가 술과 관련된 r GTP    로 높음  신장기능 정상  요산     로 약간 증가  빈혈없고 백혈구  혈소판 정상입니다   라고 문자받았는데 따로 간 기능 검사를 해야하나요 ,혈액종양내과
다리 피부가 이상해요,갑자기 어느날 화장실 갔다가 허벅지를 보니 허벅지가 보라색으로 변하면서 사진 속 처럼 되어 있더라구요 너무 놀란 나머지 어떻게 해야 하나 지금까지 고민을 하고 있습니다  동네 신경외과 갔더니 혈관이 생기려고 하는거다 라는 이야기를 들었는데     믿음이 안가고 더 걱정이 되더라구요 혹시 어떤 병에 걸린걸까요  아니면 혈액순환 안되서 그러는걸까요  하루동안 사진 속 처럼 되고 하루 또 지나고 나니까 왼쪽 다리만 저리더라구요 그래서 어제 잘때 다리 올리고 잤는데도 다리가 너무 저려서 잠이 안오더라구요  피부과 갔더니 혈액순환 안된다고 하였는데 어느병일까요  어느병원 가야 할까요  지방이여서 큰 대학병원 까지는 생각만 하고 있는데 답변 부탁드립니다   저 너무 걱정되서   아직   살 입니다,혈액종양내과
ANC 수치  ,기저질환 없는   대 여자입니다  최근에 장염증상 때문에 응급실에 내원했어요   증상은 약을 먹고 다 나았습니다  그런데 피검사 결과에서 다른 수치는 다 괜찮은데 ANC 수치    대가 나왔더라구요    살아가면서 별 문제가 되진 않을까요    혹시 영양제 등을 먹으면 수치를 올릴 수 있나요 ,혈액종양내과
계속 잠을 자는 이유를 모르겠어요 ,저번주 주말부터 집에 들어오면 계속 쓰러지듯 잠만 잡니다 몸이 피곤 한것도 아니라 계속 잠드는 이유를 모르겠습니다   원래는   에 자서   시에 일어나고 규칙적으로 생활했습니다  학교가고 운동하고 알바하고 거의   년을 이렇게 살아왔는데 갑자기 왜 이러는 걸까요   그리고 지금 주변에서 걱정 할 정도로 잠을 너무 많이 잡니다 하루에   시간 정도 자는데  혹시 잠을 계속 자는 이유가 백혈구와 관련이 있을까요    신검을 받았는데 백혈구 수치가 높다고 재검을 받으라는데 이거와는 관련이 없겠죠   ,혈액종양내과
피 검사 후 매스껍고 어지러움 증상,안녕하세요 두달전에 알러지 검사를 한다고 이비인후과에서 피검사를 했는데 백혈구 수치가 일반인보다 낮다고 나왔었어요 그런가보다 하고 그냥 지냈는데 최근에 검진 할 일이 있어 피검사를 한다고 피를 뽑았는데 뽑고 나서 어지러움과 매스꺼움  그리고 허공에 별이 보이는 것처럼 반짝거림  그런게 있더라구요 그래서 병원 의자에 누워서 한참 있다가 갔는데 따로 병원을 가서 검사를 해야 될까요  검사를 한다면 어느 과목으로 병원을 방문해야 할까요 ,혈액종양내과
항체검사 결과,실습때문에 일반 동네병원에서 항체검사를 했는데 a형 b형간염  수두  mmr  결과좀 읽어주실 수 있을까요  이해가 안가네요  ,혈액종양내과
뇌 CT에서 우측 뇌실주위 전두엽에 작은 뇌실질 석회화  mm ,얼마전에 종합검진을 받앗는데요    뇌 CT에서 우측 뇌실주위 전두엽에 작은 뇌실질 석회화  mm 가 보인다고 합니다  양성 이영양설 석회화일수도 있으나 종양과 관련된 석회화일수도 있다네요   일상생활하면서 아무런 이상이 없었는데 이게 혹시    흔히 석회화가 생기는 위치인가요       종양일 가능성이 어느정도인가요    전문의견 부탁드립니다 ,혈액종양내과
혈액검사후 고지혈약을 먹어야 하는 수치인지 궁금합니다 ,몇칠전 혈액검사를 받았습니다   월  일  현제   세 남 로 혈압약을 먹고 있습니다  의사선생님은 고지혈이라고 말씀하시고 약을 먹으야 한다고 말씀하시는데    혈액검사 수치상 고지혈로 진단이 맞을까요    만약게 고지혈이락 한다면 약을 먹어야 할정동의 수친가요    고지혈 약을 복용하면서 음주하게 된다면 간에 손상이 올까요  미리 답변 감사드립니다 ,혈액종양내과
혈색소     ,이번에 국가건강검진 했습니다    세 여성이구요  혈색소 수치가     로 나왔네요   정상범위는        라고 하구요  검사당시 생리중이나 가임기 아니였구요  헌혈한지는  주 조금 넘게 지났었네요   평소에 기립성저혈압 증상은 조금 있었으나 다른 빈혈증상은 없었어요  운동할때 가끔 어지럽거나 눈앞이 캄캄해질때는 있었는데 조금 가만히 있으면 곧 괜찮아져서 일상생활에는 무리가 없었구요  건강검진한 곳에도 결과지만 날라오고 따로 연락은 없으니 큰 문제는 아니겠죠    제가 평소에 밥을 잘 안챙겨먹어서 하루에    끼만 먹는데 그것도 연관이 있을까요  어떻게 관리해주면 좋을까요 ,혈액종양내과
빈혈 관련   오래달리기 해도될까요  ,제가 빈혈이 있는데 학교 팝스로 오래달리기를 한대서요 평소에는 몸상태 괜찮긴한데 전에 한번 오래달리기하고 거의 탈수온 적도 있고 이번에 빈혈수치가 또 낮아져서 철분제 먹을 만큼 빈혈상태가 않좋아졌어요 솔직히 괜찮긴한데 빈혈 수치도 나빠졌고 또 전에 일같이 일어날까봐 걱정되요   이거 어떡해야할까요   해야할지 안해야할지 너무 고민되요 참고로 빈혈수치는   정도고 한참 나빴을때는  까지 내려갔었어요  ,혈액종양내과
아버지 피검사 결과인데 큰 문제 없을까요  ,보험 청구 하러 피검사 수치  를 뽑아왔는데 아빠는 몸이 안좋으시다고 하시고 병원에서는 별이상 없다 하시는데 궁금해서요  ,혈액종양내과
혈액 검사 수치 해석 부탁드려요 결과가 궁금합니다, 월부터  월까지의 혈액 검사 결과지 입니다  정확하게 어떤 부분이 안 좋은지 심각한지 알고 싶습니다 유난히 수치가 높은 두 성분에 대해서도 알려주세요    이 밖에도 여러장이 있는데 일단 두장만 올립니다,혈액종양내과
똥꼬가 찢어지는것 같아요  ,한 한달 전부터 응가쌀 때마다 똥꼬가 약간씩 찢어지는 느낌도 나고 약간의 피도 묻어나왔는데 오늘은 진짜 너무 아파요   응가 싸는데 오늘은 진짜 응가가 너무 굵은 건지 진짜 찢어지는 느낌이 많이 나고 아파요   어떻게 하죠   지금은 다 싸고 괜찮아지긴 했는데 응가 쌀 때마다 너무 아파서요 이거 어떻게하죠  ,혈액종양내과
ANC수치,아기 혈액검사를 했는데 CBC검사중 WBC Hb은 정상인데 ANC수치가    로 매우 낮게 나왔어요 비고란에는 fibrinstrand라고 적혀있었어요 ANC가 저렇게 감염 증상이 있어야하는데 증상은 없어요 혈액검사가 잘못나온걸까요 ,혈액종양내과
위내시경   피검사  ,전자담배 아이코스피고있고 오늘 종합검진  위내시경이랑 피검사했는데요  위내시경이랑 피검사하면 담배핀거나올까요    ,혈액종양내과
대변에 피가 나왔어요,안녕하세요 고민이있어 글 남깁니다 대변에 계속 점액이 붙어 나오더니 오늘은 적은양의 피가 섞여나오네요 설사자주해요 무른편입니다 색을 빨간색이었고요 양은 엄청 적었어요   무슨 문제있는걸까요   ,혈액종양내과
엄마가 아파요   ,엄마가  개월정도 원인모를 복통으로 아파하고있어요 죽만 먹으면 괜찮은데 그냥 일반식을 먹으면 밤새 속이 뒤틀리는거처럼 아프다고 하세요   위내시경과 초음파 검사를 했을때 위에 담즙이 고여 있을 뿐 별다른 이상 소견은 없다고 스트레스로 인한 복통같다고 신경안정제가 들어간 약도 처방받았는 효과가 없었습니다 그 뒤 며칠동안 죽만 드시다가 일반식 조금씩 먹는데 또 아파서 병원가서 약 받고 위내시경도 했는 괜찮다 하고  지난주에도 배가 너무 아파서 응급실가서 배탈 주사랑 수액 맞고 왔어요  그 다음날 피검사를 했는데 빈혈수치가 낮다고 나왔습니다 병원에서도 이유를 모르고 왜 계속 아프신걸까요    ,혈액종양내과
임파선염 오래가나요  ,코로나 확진  일차쯤 목옆 임파선이 부었습니다  그래서 격리해제되고 이비인후과 갓더니 임파선염이라고 하는데 항생제 소염제 먹은지 오늘로써  일차 입니다  임파선염이 원래 크기로 가는데 시간이 오래 걸리나요 ,혈액종양내과
