,15,16,17
51,식욕 떨어지는 이유좀,요즘 너무 식욕이 떨어지고 아무것도 먹고싶지 않은데 특별한 이유가 있을까요 ,가정의학과
52,엄지발톱에 포물선형으로 줄 같은 게 생겨요,아픈 건 없고요 만져 보면 저 선을 따라 약간 부풀어 있는 듯한 느낌입니다   양쪽 엄지발톱이 다 그러는데    건강에 이상이 있는 거일까요 ,가정의학과
53,내성발톱 염증 고름,내성발톱을 깎다가 잘못해서 오른쪽 부분 살을 파고드는 상황입니다  이런 경우에 후시딘을 발라도 될까요  또한 발톱이 자라는군 계속 깎아야 할까요 아니면 그냥 다 자랄 때까지 기다리고 깎아야 할까요 ,가정의학과
54,일주일전에 친구를 만났는데 그 친구가 양성 나왔대요  ,대략 일주일전에 친구를 만났는데 현재 그 친구가 양성이 나왔다고 하더라구요   그래서 나중에 보건소에 가볼 생각인데 혹시 음성이 나오더라도 자가격리 해야하나요 ,가정의학과
55,삭센다   으로 계속 맞았을때,삭센다   으로 계속 맞으면 내장지방 감소에 효과없다는말이 있는데 사실인가요  그래서    이상 증량을 해야한다는데   물론 본인의 생활습관개선과 운동병행한다는 전제하에서 질문드립니다,가정의학과
56,갑자기 어지럽고 눈 뜨기 힘든데,제가 오늘 운동을 갔는데 갑자기 어지럽고 뭔가 토할 것 같았어요  그리고 눈을 뜨기 힘들고 식은 땀이 나서 조금 누워있더니 또 괜찮아지더라구요   이건 무슨 증상일까요 ,가정의학과
57,백신 부작용으로 한달동안 면역력 저하랑 팔아픔,저희 엄마께서 면역력이 저하되고 팔 잠깐만 스쳐도 많이 아프고 백신 차 한달동안 이런데 어떡하죠,가정의학과
58,b형간염 항원확인서가 뭔가요 ,기숙사 들어갈려면 저걸 가져오라는데 뭐 주사 맞아야되는건가요  b형간염 예방접종은 맞은적이없거든요 그러면 항원이 없는건가요 ,가정의학과
59,머리가 지끈지끈,체육관에서 첨부해 둔 사진처럼 엎드린 상태로 상대가 절 뛰어넘는 운동을 했었는데요  엎드린 자세가 문제였는지  시간 내내 머리가 아파서 이마를 누르고 있었어요  그 이후로 가끔씩 머리가 지끈지끈 아플 때가 있어요  원래는 머리 아픈 적 거의 없었거든요   그런데 그 이후부터 그 전에 비해 머리가 자주 아프니깐 어떻게 잘못된 건지  그리고 그 자세가 어떤 영향을 끼치는지 궁금합니다    알려주세요,가정의학과
60,유통기한 지난 후시딘 발톱,제가 발톱 겹   이벗겨져서 얇은 살이 드러나길래 후시딘 바르고 밴드붙이고보니 그 살이 부어오르긴한데 호전되는거 같더라구요 근디 후시딘 유통기한이     년  월까지던데 어쩌죠   후시딘바르고 밴드붙이니 발톱은 이렇게 됐어요 발톱상태 괜찮나요   그냥 가만히둘까요   ,가정의학과
61,왼쪽 갈비뼈 바로 아래가   초마다 찌르는 듯이 아픕니다,오늘 아침에 일어났을 때부터 아팠고 공복때문이라 생각해서 식사를 했습니다  식사 하고  시간정도 괜찮았었는데 지금 다시 통증이 느껴집니다    초에서   초마다 찌르는 듯한 통증이 느껴지며  눌렀을 때 통증은 없습니다      다른 증상은 없고  백신주사를 맞은것도 아닙니다 ,가정의학과
62,폴리소르베이트    알레르기 반응검사 같은거 할수있나요 ,백신 맞기전에 해보고 맞아야 하는거 아닌지,가정의학과
63,미접종자 양성 완치후 백신,미접종자가 양성걸리고 완치후에 백신 의무적으로 맞아야하나요 ,가정의학과
64,거북목 피로 푸는 방법좀 알려주세요 ,요즘 유독 목주변이 피로하네요 좋은 방법 알려주세요 ,가정의학과
65,손살에 가시가 박혔는데,제가 빼볼려다가  분의 는 빠지고  분의 이 살 깊숙히 들어가서 갈색 점처럼 생겨가지고 병원가서 뺄려고 가정의학과 갔거든요 근데 의사선생님이 살을 살짝 쨌는데 안보인다고 그 부분 소독하고 밴드 붙여주시고 항생제 약 처방해주셨거든요 그러고 나중에라도 그 부분이 곪으면 그때 와서 마취하고 째야한다는데    이거 심각한건가요    ,가정의학과
