,15,16,17
13,x 레이 판독 부탁드려요  Fibrocaleified and nodular shadows in left upper lung conc   stab,x 레이 판독 부탁드려요  Fibrocaleified and nodular shadows in left upper lung conc   stabilized pulmonary tuberculosis,영상의학과
14,X레이 결과 해설좀 부탁드려요,Fibrocaleified and nodular shadows in left upper lung conc   stabilized pulmonary tuberculosis,영상의학과
15,저희 어머니가 당뇨를 오래앓고 합병증으로 심장박동기 시술을 받았습니다  강릉   대초반 여 투석혈관 ,안녕하세요  저희 어머니가 당뇨를 오래앓고 합병증으로 심장박동기시술을받았습니다  신장도   년전에 요관에 혹이있다고 복강경으로 하나를제거했는데 신촌세브란스병원을다니고있습니다  투석준비로인해   월 일 팔중간에 인족혈관시술했습니다  그후 팔회복만기다리다 강릉에계시다 응급으로서울로오게되었습니다  현재 사타구니쪽으로해서 응급투석시작했습니다  인조혈관한지한달이넘은지금 팔을사용할수없다고합니다  다른팔은 심박동기땜에안된다하구요  카페에서 우연히 이야기를 들어서  답답한마음에글을올립니다,영상의학과
16,선근증 수술후 근종이 좀 남은상탠데 태반주사 맞아도 되나요   서울   대중반 여 자궁근종 색전술 ,한달전부터 갱년기가왔는지 여기저기아파서  태반주사 맞으라는 이야기가 있어서요   아직 근종이 남아있고 패경은된상태에서  태반주사 일주 회 맞아도 되는건지요   누구는 근종이 커진다는 말이있어서요   친구는 태반주사 맞으니 몸이 좋아졋다해서요  근종과 상관없씀 맞아보려구요,영상의학과
17,PSA수치와 조직검사 문의합니다  부산   대후반 남 전립선비대증 ,안녕하십니까  전립선비대증으로 약을  년 정도 먹고 있는데 최근 근처 병원에서 PSA라는 검사에서 수치가 높다고 조직검사를 하자고 했습니다   조직검사 방법 찾아보니 너무 힘들것 같은데 유튜브 관련영상을 보고 PSA가 높다고 무조건 암은 아니라는 걸 알고 조금 안심했습니다  꼭 조직검사를 받아야 하는지 다른 방법이 있을지 여쭤봅니다 MRI를 찍는게 좋을지요     이참에 전립선암 검사도 받아볼 생각은 있습니다   고견주십시오 ,영상의학과
18,머리 MRI 비용 질문,예전에 MRI 보험이 안되서 비싸다고 들었는데 요즘이는 보험이 된다고 들었습니다 적용이 되나요   지금 화이자 백신 차까지 맞고 두통에 시달리고 있어서 정확한 검사 결과를 알고 싶어서 MRI 를 알아보고 있습니다,영상의학과
19,경동맥 초음파 검사 결과 질문 ,재작년부터 건강검진때 받은 경동맥 초음파 결과가 이렇네요    년 추적검사 요함이라서 매년 그냥 넘어가고 있는데  이번해에 우측에도 더 생겼고 미미하지만 좌측에 있는 것들이 조금씩 커졌어요  어느과에 내원상담을 받아야 할까요  아니면 지금처럼  년마다 추적검사만 해도 될까요   나이는 아직   대 초중반이에요    좌측 총경동맥 벽비후    mm 내경동맥 등에코 경화반    mm 분기부 등에코경화반    mm  우측 내경동맥 등에코 경화반    mm,영상의학과
20,저희 어머니 ct복부 촬영 내용인데 어떤내용인지 알수 있을까요 ,어떤 내용인지 알 수 있을까요  추천드리겠습니다   간절한 답변 부탁드립니다   ,영상의학과
21,소변검사 수치 판독 부탁드려요,백신 부작용으로 소변검사를 했는데 수치 판독 부탁드려요 ,영상의학과
22,  심초음파 해석 해주세요 내공드립니다,Trace Mitral Valve Regurgitation Mild Tricuspid Valve Regurgitation RVSP         mmHg Mild Aortic Valve Regurgitation PHT         ms Mild Pulmonic Valve Regurgitation   Comments   AF Echogenic material in LAA          cm  R o thrombus,영상의학과
23,Brain MRI MRA 판독지 번역 부탁합니다 ,판독지 번역 부탁합니다 ,영상의학과
24,심장초음파 해석,해주세요   Global hypokinesia Pericardial Effusion   Small     cm,영상의학과
25,응급실 mra  혈관  검사시 뇌염 나오나요 ,응급실 mra  혈관  검사시 뇌염 나오나요   조영제는 안맞았고 두통이 너무 심하니까 mra 해보자고 하셨어요   년전 ct는 찍었었고 뇌척수액 검사전 찍음  무균성 뇌수막염 나와서 치료했었습니다   이번에는 뇌수막염은 아닌것 같은데 두통이 계속 있는데  mra  혈액검사 염증 모두 정상이라 합니다   뇌척수액 검사만 하지못했는데 뇌염이 mra나 혈액검사에서 나오나요 ,영상의학과
26,뇌지방종이 생기는 원인이 궁금합니다,뇌CT에서    cm지방종이 있다고 하는데 살이 많이 쪄서 생길 수도 있는건가요 ,영상의학과
27,방사선판독 의뢰 부탁드려요,The inactive calcification in the right upper lung filed  other lung field show grossly clear finding without the pneumonic infiltration The cardiac contour show normal contour without the enlargement  pleural abnormality is not noted ,영상의학과
28,영상의학검사 결과 해석 부탁드립니다,   chest PA 검사결과     No definitely acute or active pulmonary lesion       Normal range of cardiopericardial silhouette      Brain CT   Conclusion   No additional significant abnormality in the brain parenchyma and calvarium   Finding   Brain NCT   Compared with          MR  No recent intracranial hemorrhage  No demonstrable territorial early CT ischemic change in the brain  No additional significant abnormality in the brain parenchyma and calvarium      Both knee 검사   No remarkable bony abnormality       same as conclusion,영상의학과
29,병원에서 폐 엑스레이가 이상하다 합니다,이상한게 찍혔다고 한번더 찍어보자는데 이게 뭐라고하는지 아시나요 ,영상의학과
30,chest pa 해석해주세요  ,R O old Tbc  RUL Cardiomegaly  emphysematous lung  R O diffuse pulmonary edema,영상의학과
31,각 다른 병원마다의 머리 CT의 차이,첫 머리 CT와 두번째 머리 CT는 각 다른 병원에서 촬영 하였습니다  촬영 기간 차이는 정말 짧습니다  각 다른 병원마다 머리 CT 영상이 다르게 나올 수 있습니까 ,영상의학과
32,엑스레이  CT 촬영  맥주,제가 엑스레이와 CT 촬영 하러 가는데  장을 보고 갔습니다  그런데 그 장바구니 안에 맥주 등과 같은 음식물이 들어있었는데 먹어도 괜찮나요  답변 부탁드립니다   ,영상의학과
33,삭제가안되네요,허허허허허허,영상의학과
34,췌장암 진단 된 CT 사진 판독 부탁드립니다   시기별  개 사진 비교 ,췌장암 진단 된 CT 사진 판독 부탁드립니다   시기별  개 사진 비교      제 아버지께서 췌장암 진단을 받았습니다      CT 촬영 총  번 진행했습니다  하지만 모두 다른 병원에서 찰영하여 이를 비교해서 판독해주시는 의사선생님이 없으시네요       제가 보기에 췌장암이 마지막   월에 찰영한 사진에는 췌장암이 무척 작아진 것으로 보입니다      하기  장의 CT 사진로만 보았을때 병변이 어떻게 진행되어 가는지 궁금합니다      마지막으로 사진에서 관찰되는 췌장암이 하얀부분과 검은색 부분이 보이는데   개 부분의 차이가 궁금합니다 ,영상의학과
35,영상의학과 보고서 해독부탁드려요,해석부탁드려요,영상의학과
36,의학용어 해석 부탁드려요,CT 촬영 판독지 입니다 자세한 설명 부탁드려요 ,영상의학과
37,무릎MRI,무릎 MRI나 CT를 찍어볼려하는데 부모님께서 그런거 찍을려면 동네병원 의사소견서가 필요하고 아니여도 예약기간등 합치면  개월 이상 걸린다는데 사실인가요  아니면 그냥 병원가서 예약하면 되는건가요  그리고 검사받는다면 결과는 언재쯤 나오나요  ,영상의학과
38,뇌mri 판독지문의요,다정상이니괜찮다하셨는데 자세한내용이궁금해서요 ,영상의학과
39,왼쪽 갈비뼈부근 통증 병원,이게 뼈가아픈건지 속이아픈건진 모르겠는데 일단 욱신거리는 통증이 있습니다 그리고 가끔 호흡곤란도 있고요  병원을 가긴했는데  폐기능검사 ct촬영 심전도 위내시경 복부초음파 받은결과 전부 이상없으니 안심하셔도 된다하네요  지금 통증이  달정도 지속되고있습니다 저는 횡경막에 이상있는건가 싶은데 ct촬영해서 이상없다하면 횡경막도 이상없는건가요   그리고 병원 어느과를 가야할지 모르겠네요,영상의학과
40,건강검진 후 폐 ct 권유,안녕하세요   살 여자입니다 저번주에 건강검진을 했는데 엑스레이 상으로 폐 왼쪽에 그림자 같은 게 보인다고 결절일 수도 있다고 CT 찍으러 내원하라고 하는데   인터넷 찾아보니까 최악의 경우 폐암일지도   모른다고   해서 너무 너무 걱정돼서 아무것도 못하겠고 입맛도 없어요 제가 알바나 학원 때문에 당장 병원에 가기 힘들어서 마음만 졸이고 있네요  폐암일 확률이 그렇게 높은가요  저는 비흡연자에요  ,영상의학과
41,뇌 MRI 결과 해석좀 부탁드립니다 ,담당 의사말로는 뇌 혈관이 막히고  있다는데 결과 해석좀 부탁드립니다 ,영상의학과
42,허리 mri는 어디서 찍는게 좋은가요 ,일반병원이랑 대학병원에서 찍는거랑 많이 다른가요  대학병원이 가격이 더 비싸다고 해서 결과가 더 자세히 잘 나오는건지 궁금합니다 둘 다 가격이 얼마정도 드는지도 궁금합니다,영상의학과
43,CT결과를 알고싶습니다 ,소견  Brain MRI   Clinical information   headache  MR system    T  Skyra  Siemens Sequences Axial T WI  T W   T  FLAIR  SWI  Segittal T WI Axial DWI and ADC Contrast enhanced axial  coronal  and sagittal T W   axial T  FLAIR  Finding  T 강조영상에서 both paramedian pons에 작은 고신호강도의 병변이 있음  SWI 에서 pons에small signal void lesion있음  뇌실의 정상크기 모양임  Extraaxial lesion없음   Brain  D TOF MR angiography  특이소견없음   결론     Old infarct in the pons    Mlcrobleed in the pons  오타가 있어도 이해부탁드립니다  ,영상의학과
44,  대 뇌졸중,  살 남자인데 뇌졸중 초기증상인지 의심돼서 질문 드립니다  먼저 웃을 때 왼쪽 입꼬리만 올라가고 오른쪽은 힘을 조금 더 줘야지 올라갑니다  올려도 볼이 부들부들 떨리구요  그리고 왼쪽 팔다리에 비해 오른쪽 팔다리가 무겁고 힘도 덜 들어가고 문질러보면 감각도 약해요  그것 외에도 양쪽 눈 시력 차이가 많이 나고 두통도 있고 기억력도 안 좋아졌고 대화할 때 말도 잘 못 알아듣거나 말을 못 해요  간단한 계산도 자꾸 틀리고요  아직 나이가 어려서 긴가민가한데 뇌졸중 의심 해볼 만 한가요  검사도 한 번 받아보려는데 mri랑 mra랑 경동맥 초음파 검사 있던데 뭘로 검사하는게 좋을까요 ,영상의학과
45,MRI 소건인데 해석과 얼마나 심각한지 알려주세요   ,   No evidence of acute infarction or overt hemorrhage       DVA in the left temporo occipital junction        Localized hyperperfusion in the left temporo occipital junction        R O small aneurysm in the left C   inferomedial direction   mm                                                                              얼추 해석해보니 좌측에  CM 뇌동맥류 있다는 것 같은데 정확한지는 모르겠고     심각한건가요   아니면 다른 처치 필요없고 관리만 잘하면 되는건가요   세 남 소견입니다   ,영상의학과
46,mri 머리,머리가  조이는듯 아파서 mri 찍었는데 아무이상없다는데  머리가 아파요   CD구워서 왔는데 다른병원 방문 해야되나요   MRI 가격도 기재 해주시면 감사하겠습니다 ,영상의학과
47,유방 조직검사 판독 부탁 드려요,유방에 혹이 생겨서 조직 검사했는데 사진과 같이 결과 받아서 대학병원으로 전원 해여 하는 상황인데 판독 부탁 드립니다 ,영상의학과
48,의학용어 질문,브레인데미지 같은 용어들 있잖아요 한국어로 하면 뇌 손상인데 이게 더 짧은데 왜 구지 브레인데미지라 말하는 건가요   ,영상의학과
49,무릎 mri 검사결과 보고서 해석 부탁드립니다 ,무릎 mri 검사결과 보고서 해석 부탁드립니다   radial tear at the body of the discoid lateral meniscus  instasubstance horizontal linear tear or degenerative change at the posterior horn of the lateral meniscus  joint effusion and medial patellar plica   REC  clinical correlation            if clinically indicated arthroscopy is recommended ,영상의학과
50,ct질문입니다 ,ct질문입니다   제가이번에 갑상선암 검진으로 폐ct 번 심장ct 번 목ct 번 찍었습니다    Ct를  번  번찍은듯한데    암에걸릴확률이높나요   ,영상의학과
51,신장 관련해서,고수님께 여쭤봅니다 얼마전 집사람이 병원을 다녀왔으나 자세한 이야기는 듯지 못했다네요 그래서 전문가님이 보시고 알려주셨음 좋겠습니다 참고로 필리핀에서 검사 받은거라  Sonographic findings   the liver is normal size  exhibiting a homogeneous parenchynal ectiopattern portal vein and its tributarles are unremarkable  There are no echogenic structure no any shadowing seen no focal mass lesion noted   The gallbladder is nomal size measuring about     cm in its widest transverse diameter the lumen is echo free wall is not thickened common   The pancreas shows a homogeneous parenchymal echopattern the head measures     cm in body is     cm and the tail is     cm wh 긴급으로 부탁합니다,영상의학과
52,  주  일 성별이 뭘까요  ,너무 이르다는걸 알지먼 성별이 보일까요    동네병원은 초음파 촬영이 안된대서 핸폰으로 찍었어요 ,영상의학과
53,뇌 MRI 는 어느 정도 시간을 두고 찍어야 하나요 , CT는 방서선 때문에 몸에 안 좋다고 알고 있는데  뇌 MRI는 어떤가요  뇌하수체 종양 때문에 질문드립니다 ,영상의학과
54,영상의학과에서 말이죠,이빨도 엑스레이에 나와요 ,영상의학과
55,Mra판독 부탁드릴께요,엄마가 요번에 mra를 찍으셨는데 검사결과지만 저렇게 와서 괜찮다는건지 아닌건지 모르겠네요  판독 부탁드려요 ,영상의학과
56,초진기록지를 받았는데 의학용어 해석 좀 부탁드립니다 ,노란색 부분 해석 부탁드리겠습니다   ,영상의학과
57,얼굴쪽 ct문의,안병증확인으로 눈쪽에 ct를 찍을려고하는데 혹시 뇌쪽ct도 확인가능한가요 방사선때문에 한번에 끝날수있나싶어서요,영상의학과
58,대구 수성구   세 남 정계정맥류  색전술 시술후 문의드립니다 ,지난  월에 색전술 시술을 받았고   월초에 두번째 추적검사 시 남아있는 혈관이 없어지진 않겠지만 문제는 없다는 말씀을 들었습니다   제가 문의드리고자 하는 부분은 다음과 같습니다      누워있으면 혈관이 잘 안만져지지만 서있거나 활동하면 시술전과 같이 면발형태의 혈관이 만져집니다   역류가 잘 차단되더라도 기존혈관이 활동정도에 따라 다르게 촉진될수 있을까요      색전술 이후에 오래 걷기 등 조금이라도 무리가 갈만한 행동을 자제하다가 최근 들어 점 걷기 시작하면서 고환쪽에 약한 통증이 올라오기 시작했습니다   상기와 같은 이유로 병원에 재내원이 필요할지 문의드려봅니다   바쁘신 와중에 감사드립니다 ,영상의학과
59,오른쪽 가슴부터 어깨까지 통증이 있어서 정형외과에서 엑스레이와 ct는 찍어봤지만 별다른 이상이 없다는 소견이였습니다  하지만 통증은 계속 되고,오른쪽 가슴부터 어깨까지 통증이 있어서 정형외과에서 엑스레이와 ct는 찍어봤지만 별다른 이상이 없다는 소견이였습니다  하지만 통증은 계속 되고 있고 한쪽만 아프던게 양쪽 전체 가슴 통증으로 이어지고 있습니다  어느과 진료를 봐야 할지 모르겠네요  ,영상의학과
60,Mri 판독 해석 부탁드려요,무슨 뜻인가요 해석 좀 부탁드리겠습니다 선생님,영상의학과
61,Abdomen CT 해석해주세요,Liver cysts       cm   Both renal cystes       cm   cystitis  Residual urine in the bladder     R O Neurogenic bladder  Infrarenal abdominal aortic aneurysm  diamenter     cm  Old compression fractures with uertebroplasty of L    ,영상의학과
62,mri 촬영 결과 시간 ,mri 촬영 하고 난뒤 보통 얼마정도 뒤에 결과가 나오나요  촬영 후 바로 확인결과도 가능한가요 ,영상의학과
63,시티검사결과 해석 부탁드려요 ,시티결과 판독 부탁드립니다   ,영상의학과
64,복부ct 판독좀 부탁드립니다,about    m sized R O functional cyst in Rt  adenxa Several small LNs at RLQ small bowel mesnetery with uncertain clinical signif icance Other abdominal solid organs are grossly intact No abnormal bowel wall thickening Suspicious multifocal patchy ground galss opacities in LLL   자세하게 설명 좀 부탁드릴게요    ,영상의학과
65,Mri 판독,판독 해석부탁드립니다,영상의학과
66,자궁선근증 자궁내막증 색전술 효과 궁금합니다  강원 홍천   대초반 여 자궁선근증  자궁내막증 ,안녕하세요   극심한 생리통으로  응급실 가야 할 정도   생리 양과 기간은 보통   지난  월 병원 내원 후 자궁내막증으로 양쪽 난소에 혹 진단과 최근 자궁선근증이 꽤 심한 편이라는 소견까지 받았습니다   둘째 아이 임신 준비 중이구요      자궁선근증은 색전술 수술 이후 통증 및 재발  예후가 좋은 편일까요      색전술과 함께 내막증 수술이 동시에 가능할까요      수술 이후 저 임신 할 수 있을까요   그 외 의학적 조언 좀 부탁드립니다     매우간절 ,영상의학과
67,내시경 검사결과 해석,내시경 검사결과에서  식도 IT   cm 라고 적혀있을때 여기서 iT는 무엇을 의미하는 약자인가요   ,영상의학과
68,건강검진 심장md ct와 심장초음파 중 어떤걸 선택해야 할까요 ,건강검진을 하려고 하는데 택해야해서 심장md ct랑 심장초음파 중 어떤 걸 선택해야 좋을까요  가격은 같아요,영상의학과
69,머리검사비용과검사고민입니다 , 년전 사고후유증으로 두통이 있어서 cT와mri검사도 몇번했는데 정확한 병명이 나오지 않아서 두통약을 계속먹고있습니다  두통이 있으니 신경이자꾸 머리쪽으로 가니까 너무괴롭습니다 ,영상의학과
70,허리에 철심있는 사람은 mri 못찍나요  ,제가 중 때 허리수술을 해서 허리에 철심이 박혀있는데 mri못찍나요  하면 어떻게 되나요 ,영상의학과
71,머리 CT에 관해서 질문,정수리가 아파서 CT를 찍었는데  어떤 부위를 찍던  CT를 찍으면 머리 전체 부위를 다 볼 수 있나요 ,영상의학과
72,MRI 촬영부위 많을때 ,예를들어 손목  허리  무릎  발목 을 다찍고싶으면  한번에 가능한지  아니면 각 부위별로 따로따로 다 촬영해야하는지 궁금하네요   따로따로 촬영한다고해도  회에 가능한지  각 부위 찍을때마다 병원에 새로 와야하는지  도요,영상의학과
73,무릎와 손목이 쑤시는데 MRI vs CT 추천좀요,쑤시는 증상은 몇년 된거같은데요 엑스레이로는 이상없구요     CT와 MRI 장단점 알고싶네요,영상의학과
74,복부 CT 판독 결과입니다  설명좀부탁드립니다 ,복부 CT 판독 결과입니다  영어에 전문용어라 무슨말인지 모르겠는데   설명좀부탁드립니다    결론     No demonstrable finding in the urinary bladder     Cystic lesion in spleen     R O lymphangioma     Small amount of physiologic fluid collection in pelvic cavity    판독소견  Liver의 contour와 size 정상이며  parenchyma에서 detection되는 focal lesion없음   Spleen에 small cystic lesion이 있으며  lymphangioma를 감별해야 하는 소견임  Gallbladder  pancreas  both adrenal glands에 abnormal finding 없음  양쪽 kidneys의 enhancement와 excretory function이 정상적으로 유지되고 있음  Urinary bladder에 detection 되는 focal lesion 없음  양측 kidneys  ureter및 urinary bladder에 stone density 없음  Pelvic cavity에 소량의 physiologic fluid collection이 있음  Great vessel을 따라서 커져 있는 lymph node 없음 ,영상의학과
75, 차신경통 관련 문의합니다   뇌신경에 원인이 있는지 여부를 MRI로 알 수 있나요   서울 송파   대후반 남 MRI ,  세 아버지께서  치아 통증이 있으셔서 몇년 전 치과에 가셔서  이를 뽑고 임플란트를 진행하시다가 병원 문제로 인해 중단   뽑은 자리 말고 다른 쪽이 또 아파서 치과 방문  강동경희대 치주과 방문 했는데 엑스레이 등 결과 이상없다는 진단에 병원 방문 멈추시고  계속 이쪽 아팠다가 저쪽이 아팠다가  어느날은 안아팠다가 너무 아파서 진통제를 계속 복용 중이십니다   당뇨와 혈압약도 복용 중이시고요   최근 다른 치과를 또 방문   이번엔 사랑니 때문이라며  또 발치   발치 후에도 통증은 지속 되는 상황입니다   너무 답답한 마음에 알아보다가  차 신경통이라는걸 알게 됄는데 뇌 신경에 원인이 있는지 알고 싶어  엠알아이 찍어보고 싶은데 가능할지 여쭙니다   ,영상의학과
76,갑작스런 소화불량이 지속되고 있습니다   췌장 mri 문의드립니다  부산 수영   대초반 남 MRI ,갑작스러운 소화불량이  개월전에 터져서 각종검사를 받았으나  위 대장내시경  종양표지자검사  복부초음파  이상없다는 소견  을 받았지만 소화불량이 약간 호전된상태로 치료는 되지 않았습니다   그래서 최근에 너무 답답한 나머지  좀 더 큰 의료기관에서 간정밀 mri 를 찍었습니다   간정밀이지만 췌장도볼수있다고하여 검사를 받았고  또다시 이상소견이 없다는 얘기를 들었습니다   제가받은 검진이 복부mri를 받은건가요  만약 그렇다면  이상소견이 없다고 나온상태에서는 굳이 췌장 mri를 찍을 필요가 있는지 궁금합니다   참고로 mri에서 신장쪽에 물혹이 보인다는 소견을 받았으나 걱정할 물혹은 아니라는 얘기를 들었습니다   그렇다면 제가찍은  MRI 에서도 췌장이 이상없다고 봐야하는지요  아니면 췌장 정밀 mri 가 아니기때문에 췌장쪽을 다시 찍을 필요가 있는지요   답변 부탁드립니다 ,영상의학과
77,코로나   백신 맞아두 될까요 ,저는   여년전 간염으로  년정도 고생하여 완치는 하였습니다  중학교에 올라가서 급속도로 키가  cm 정도 크기도 하였으며 코골이도 심하구여 현재두요   근데 중 때 새벽에 자다가 호흡곤란이와 겨우겨우 화장실에가서 살기위해 차가운 물로 세수를 하고 바로 소변을 본후 바로 기절하는 경우가 수십차례 지금까지도 가끔 발생됩니다  지금은 일하다가도 호흡곤란으로 최근에두 증상이 발생 하였구요 최근 몇년사이 세번정도 발생하였고 이중 한차례는 다시 기절하였구요  기절하면서 머리가 화장실 바닦에 충격두 많이 발생하였구요  몇차례는 일하다 호흡곤란이와 일을하다 중지후 심호흡을 크게 반복하고 쉬면 좀 낳아지는듯 하지만 그래도 그날 하루는 다소 호흡이 불편하게 마무리 하곤 합니다  이로인해 MRI 및 뇌파수면 촬영두 하였으나 원인을 발견하지 못 하였습니다  그리고   대 후반에 폐결핵으로  년가량 고생을 하였구요 완치는 되었구요 CT상 한쪽 폐가 다소 기능을 상실 하였다고 들었구요 지금은 남들보다 피로를 빨리 느끼는 편이구요  수면은 길게 자지 못 하고 평균  시간에서 길게는  시간정도 수면 중입니다 한번 잠에서 깨면 다시 잠들기가 쉽지 않고요 참고로예민한편이라 수면중 소리를 다듣는 편입니다  암튼 이런 증상으로 인해 백신을 맞고 싶지만 혹시나 하는 생각에 아직 맞질 못 하고 있습니다  최대한 저의 상태에관해 자세히 적어보았습니다  백신을 맞아도 될까요 ,영상의학과
78,폐 CT 촬영 후 흐리게,안녕하세요 아빠가 폐 ct 촬영 후에 의사선생님이 폐가 좀 흐리게 나왔다고 하셨는데요 별다른 말 없이 내년에도 검진 받아보라고 하셔서요 평소에 마른 기침 좀 하는 편이신데 따로 더 추가로 검진 안 해 봐도 되나요  흐리게 나와도 괜찮은 건가요   ,영상의학과
79,구진성 뇌경색이란 ,머리를 다처  CT 뇌촬영을 하니 충격에 의한 출혈이나 기타 증상은 없고  구진성 뇌경색이 의심된다는 소견서를 써주었는데 이걸 가지고  삼성병원 뇌신경과에 가서 진료를 받아야 하는데 날자가   년 월  일 경이라 이런경우 어떻게 조치를취하며  어떤약물   주의 가필요 한지요 관련의사 선생님들의 의견을 듣고 싶네요 ,영상의학과
