,24,25,26
50,MRI 결과지 내용인데 해석 부탁드려요,담당의사 선생님은 MRI 찍고 나서 어깨힘줄 부분파열이라고만 얘기하셨는데 판독하신 영상의학 의사선생님은 뭔가 전문용어로 결과지를 쓰셨어요  해석 좀 요청드립니다 ,영상의학과
51,씨티 결과 해석 부탁 드립니다,머리 ct찍었는데 해석이 안되서 주의점은요,영상의학과
52,머리 찌릿찌릿 mri,제가 호르몬 분비로 뇌하수체 mri 작년   월에 찍었는데요 일주일째 머리가 지끈지끈 찌릿찌릿 아파요 터질꺼같은 느낌도 들구요   뇌 mri는 뇌하수체만 찍히는간가요  아니면 뇌 전체 찍히는건가요   ,영상의학과
53,디에타민 푸리민  부작용,제가 평소에 먹토를 해서 차라리 디에타민을 처방 받았는데용 한오후 시쯤에 약을 먹었는데 저녁에 갑자기 머리가 어지러우면서 빈혈 같은 느낌이 오다가 잠깐 기절했는데요 기절상태에서 누군가가 말을 거는 환청이 들린거를 느꼈어요 정신차리니 무슨말을 했는지는 하나도 기억이 안나더라구요 기절한 이유가 디에타민 때문일수 있나요 ,영상의학과
54,유방초음파,공단건강검진시 항상 유방촬영만 했는데 이번에는          기쁨병원  왼쪽에 미세석회가 국소로 있다하시며 초음파를 하라하셨고 그날은 초음파 하시는 분이 쉬는 날이어서 몇 주후에 개인병원             외과 에 가서 초음파를 했어요  왼쪽 미세석회는  개월마다 추적검사하면 될거 같다했는데 생각지도 않은 오른쪽 유방   시방향에     cm 혹이 긴가민가 애매한 것처럼 얘기하시면서 조직검사 얘길하셨고 맘모톰조직검사          조직검사 예약해 놓고 왔어요  친구한테 보험을 들었었고 친구도 몇년전에 유방암 수술을 했던터라 이것저것 물으니 왜 큰병원 가서 하지 않느냐 모양이 이상하다고 하더냐 등등 물었고 저는 뭐가 뭔지 혼란스럽기도 하고 애매하니 조직검사하자고 했다고 대답은 했는데 문득 초음파 보시는 분들에 따라 결과가 다르기도 하다는데 다른곳에 다시 한번 가봐야 하나 싶기도 하고 어떻게 해야 할까요  다른 곳에서 한번 더 초음파를 보는 것이 나을까요  그리고 서초 강남에 유방초음파 정말 잘 보는 병원은 어디일까요  그리고 맘모톰이란 것은 후유증 같은 것은 없나요  맘모톰 하고 나면 또 혹이 자라난다라는 글도 있고 생각지 못한 일에 저도 뭘 어떻게 해야하는 것인지 모르겠어요 ,영상의학과
55,수술후붓기,선생님 눈수술후 한달차입니다 근데 부기가 안빠져서 고민입니다 평생부기가있을것같아서 고민이되는데 첫번째사진은   일차 두번째사진은 한달차현재입니다  부기가아닌걸까요 ,영상의학과
56,술 마시고 토 숙취해소제효과,제가 만취하고 나면 바로 토하거든요 다음날 아침까지 술 마시기전에 숙취  소제 먹으면 토 안하려나요,영상의학과
57,혈액암 검사,제가 심장내과 신장내과 일반내과 건강검진 내과등등 혈액검사를  번정도 했는데 혈액암이 의심되면 결과가 나오나요  아니면 혈액암을 따로 검사해야되는 혈액검사가 있나요 ,영상의학과
58,간경변 진단시 초음파와 씨티,안녕하세요 다름이 아니고 인터넷을 보다가 초음파에서 정상이었는데 간경변 이었다 라는 식의 글을 많이 봤는데요  간경변 진단시 ct와초음파중 뭐가 더 정확한가요  의견이 분분해서요 초기에는 초음파가 낫다는 글도 본적 있고 비슷하다라는 글도 본적이 있어요  알콜성간경변이 겁나서 초음파만 해봤는데 ct까지 해봐야할까요 ,영상의학과
59,의학용어 질문  소견 ,Focal pleural thickening adjacent right minor fissure      R O post inflammatory sequela   위 영어 소견 한글로 해석좀 부탁드립니다   ,영상의학과
60,목 엑스레이 혈관막힘 이 보입니다,경추 엑스레이 촬영을 했는데 기도쪽에 혈관 근육 이 하얗게 막힌 것 같은 부위가 있어 판독부탁드립니다  목에 뭔가 걸린 느낌은 없는데 뭘까요  왼쪽 방향에서도 저 하얀게 비쳐보입니다    현재 한달 넘게  오른쪽 뒤 귀  광대  눈  턱까지 내려오는 안면당김 및 감각저하  입술 저림  혀끝 아림  뒤통수 양쪽 튀어나온 부분 따라 정수리까지 올라가는 찌릿한 통증이 지속되는데 혹시 관계가 있을까요  오래 앉아있거나 서있으면 증상이 악화됩니다  ,영상의학과
61,남편이 회사 건강검진 결과에서 종양표지자 ca    에서 췌장 종양표지자 수치가    정도 나왔습니다  서울   대초반 남 복부mri ,안녕하세요   남편이 회사 건강검진 결과에서  종양표지자 ca    에서 췌장 종양표지자 수치가    정도 나왔습니다   복부는 초음파검사만 했고 비반등의 이유로 판독불가라고 합니다   췌장관련해서 복부mri촬영을 하는게 좋을까요   복부mri 검사비용도 궁금합니다 ,영상의학과
62,뇌종양 또는 뇌하수체 종양일까요 ,안녕하세요    살 여성입니다  제가 이번주 토요일에 뇌 MRI를 찍으러가서 질문 남깁니다  장기간  년반 동안 무월경으로 인해 올해  월말부터 대학병원 산부인과에 다니고 있습니다   월에 피검사와 골밀도 검사  초음파 검사를 받은 결과 몸에 호르몬이 거의 없고 난포 쪽에도 문제가 있다고하셨습니다  그래서  개월동안 야즈라는 경구피임약을 복용하면서 병원에 꾸준히 갔고 약 복용을 다 끝나고 저번주 화요일에 병원에 갔습니다  제가 머리가 아프다고 말하니까 의사선생님께서 호르몬 얘기를 하시면서 지금 제 뇌하수체에서 나오는 호르몬이 없다고 원인이 뇌암이거나 또는 기능적인 문제중 하나라서 일단 뇌에 암이 있는지 MRI를 찍어보자고 하셨습니다  저번주에 병원 다녀온 당일날 피검사를 했고 이번주에 뇌 MRI를 찍으러 갑니다  인터넷에 찾아보니 뇌하수체 종양 증상중에 무월경이 있다고 나와있던데 제가 고  여름 이후부터 올해에 피임약 먹기 시작 전까지 무월경이 였고 현재는 생리 예정일이  일 지났습니다  다른 증상으로는 거의 매일 두통을 달고 살고 있고 두통이 올때 종종 속이 안 좋습니다  예전에는 두통이 왔을때 진통제를 먹으면 나아졌는데 요즘은 진통제를 먹어도 쉽게 나아지지 않습니다  그리고 요즘 느끼고 있는 두통이 예전에 느꼈던 두통이랑 느낌이 좀 다릅니다  이거 말고 시력저하나 장애 등 다른 증상은 없습니다  가족중에 뇌쪽에 관한 질병을 갖고 계셨던 분은 한명도 안 계십니다  혹시 제가 뇌암 또는 종양일 가능성이 있나요 ,영상의학과
63,CT상 low attenuation,이 어떤 의미인가요  감쇠 이런 용어 해석이 아닌 의미 해석 부탁드립니다,영상의학과
64,엑스라이 사진에 숫자 뭔가요 ,엑스라이 사진에 두번째줄에 써있는         저게 무슨 번호인가요  동물병원에서 저희 개 촬영한건데 궁금해서요 ,영상의학과
65,비파열대뇌동맥류,안녕하세요   주전 검진받앗는데 ct조영제 확인결과 좌측후대뇌동맥 작은 사이즈의 크기가 보인다는 소견을 받앗습니다  여기저기 알아보니 이 위치는 잘 생기는 위치가 아니라는데 혹시나 다른 병일까봐 겁이나네요  아시는분 잇으신가요   그리고 아시는분 잇으면 제가 걸린 위치가 위험한 위치인지 알려주시면 감사하겟습니다 ,영상의학과
66,복부 ct 결과가 궁금해요 ,어머니께서 오늘 복부 ct 를 찍었는데 판독지에  Intimal flap at abdominal aorta  라고 써있는데 이게 무슨 뜻인가요 ,영상의학과
67,조직검사 결과지 해설이 필요합니다,안녕하세요 선생님  만   살의 나이로 유방암 판정을 받은 환자입니다  다름이 아니라 조직검사 결과로 유방암 판정을 받았는데 바로 수술 날짜만 정해지고 오늘 추가 검사를 마치고 다음 결과까지 이주일을 넘게 기다려야하는 상황입니다  주치의로부터 정확하게 어떤 암인지  예후가 어떤지 아무런 설명을 듣지 못해서 답답한 심정으로 이렇게 질문 드립니다    요약을 해드리자면  주치의 설명  유방암이며 순한편이고 종양이    cm 정도로 유방 전체절제가 필요할 것으로 보인다  추후 검사 mri ct 장기전이검사 등등  이후 정확한 수술 방법을 결정할 예정이다   조직검사 결과지     x   x   xcm in size of the largest 검사명  Invasive Breast Carcinoma  no special type Er statue     Pr statue     C erbB       Ki   labeling index      Total cell number        Positibe cell number       Negative cell number         정확한 정보는 사진으로 첨부드립니다   제가 이해한바로는 Er pr 모두 양성에 her 는 음성이고 상피내암 정도가 아닐까 하는데     침윤성암일 가능성도 있을까요  항암치료도 필요할까요   감사합니다 ,영상의학과
68,Mri 판독,Brain mri 판독지에 Conclusion   ZR     으로 씌어있는데 이게 무슨 의미 인가요 ,영상의학과
69,등의 통증을 찾기위해서 어떤 검사를 받아야하는지 문의 드립니다   경기 수원   대중반 남 내과검진 ,명치 뒤 등 중앙이 아픕니다   통증의 시작은 약  개월 정도 됬습니다   밤에 정자세로 잘때 특히 더 심하고  옆으로 누워도 화끈거리는 통증으로 많이 불편합니다   낮에도 묵직한 불편감이 있습니다   작년  월 소화불량으로 내시경 결과 역류성 식도염이 있는것을 확인했습니다   평소 소화력이 약하고 명치 불편감이 조금 있습니다   등통증이 생긴 이후  몸에 있던 건선 지루성피부염 종류의 피부병이 좀 더 퍼졌습니다   월부터 이유없이 팔다리가 가렵습니다  내과에서 처방받은 역류성식도염 약을 먹어도 등이아프고  췌장 간 혈액검사를 해봤으나 정상이였습니다    동네 내과에서는 등 통증을 위해 더 이상 알아볼게 없다고 하시네요    정형외과에서 x레이 검진받았지만  디스크에 이상 없었습니다    나이도 어리고  술 담배도 안하고  황달 체중감소는 없는데 췌장 mri 검사를 받아봐야 할지  등의 통증을 찾기위해서 어떤 검사를 받아야하는지 문의 드립니다 ,영상의학과
