title,content,department
당뇨약 질문입니다,  세남성입니다  작년 월에 당뇨판정을 받았습니다  당화혈색소     가나왔어요 테넬리아정   미리 한알  그리코민정아침한알 저녁한알  디아그릴정  미리처방인데 디아그릴정은 반알만   이세가지약을 처방받고  달 후에  당화혈색소 재보니    이 나왔습니다   그래서 그리코민 저녁한알 빼고  나마지 그대로 처방받고 다시 두달후에 당화 재보니    가 나왔습니다  나름 식이요법 운동요법 도같이 병행했구요   몸무게는 당뇨진단받을때보다  키로 정도 늘었습니다  엊그제 다시병원갖는데   처음 진단해주신 과장님이 쉬셔서 다른 과장님이 저의 진찰자료를 보시더니 약을 다시 처방해주시네요  직듀오서방정        디이미크롱서방정  미리그람 이거는 살이 빠지는 당뇨약이라고 그러더군요 약국에서 식후   분후에 먹으라고 하는데   처음 세알에서 두알로 줄어들긴 했는데   이번에 처방받은게 처음 처방받은거보다 약을 좀 약하게 처방한건가요  처음 처방받은게 내몸에 잘맞는것같았는데  저혈당도 안오고   가끔 당이     정도 세네번 떨어진거 빼고는 큰 부작용도 없는것같고   의사선생님의 고견 부탁드립니다,내분비대사내과
당뇨진단받았습니다  혈색소      혈당     진단받고 인슐린 먹는약으로 시작하자고하시는데 주변에서 인슐린을 맞지말라고 한번맞으면멈출수없다고하,당뇨진단받았습니다  혈색소      혈당     진단받고 인슐린 먹는약으로 시작하자고하시는데 주변에서 인슐린을 맞지말라고 한번맞으면멈출수없다고하는데 어떻게하는게맞을까요 ,내분비대사내과
갑상선 기능 항진증일까요  ,최근  달정도 설사도 자주하고 머리도 많이 빠지는 느낌이고 살도 빠졌는데 증상 쳐보니까 갑상선 기능 항진증이랑 비슷하던데    저거 부은건가요   만약 병이 맞으면 병원은 일반 내과로 가면 될까요  ,내분비대사내과
뇌하수체 악성 종양,뇌하수체 악성종양  처음엔 뇌하수체 선종이 생겨  센치여서        월에 수술을 하였는데 깔끔하게 제거하였지만       월  개월 만에 악성으로 자리 잡고  개월만에 전처럼 더 커지게 되었고 이제서야 지금은 방사선 치료중입니다 근데 악성종양이 뇌를 보호하는 뼈를 먹어서 뼈가 녹아서 없는 상태입니다 방사선 치료가 잘 된다하더라도 일상생활에 있어 괜찮을까요  방사선 치료하고 다시 재발하면 더 이상 손 쓸 수 없나요 ,내분비대사내과
뇌하수체 ACTH 수치 증가,부신종양을 발견하고 수술을 앞두고 있습니다  지방병원에서 검사 후 메이저 병원으로 가서 재검사 중인데 새롭게 한 검사에서 혈액검사 뇌하수체 항목에서 ACTH 수치만 기준치의    배 정도입니다  혹시 다른 문제가 있는 걸까요  코르티솔 인가 나머지 항목은 정사수치이며 레닌활성도 수치도 높게 나왔습니다  외래 전에 너무 걱정되는 마음에 글 올려봅니다 ,내분비대사내과
손가락이 저립니다 ,수고하십니다     대 후반 남성입니다    약 한달 전 부터 검지 손과 엄지 중지도 가끔 손가락 끝이 저립니다  아침에 일어나면 엄지 검지 중지가 모두 저리다가 시간이 조금 지나면 괜찮아 집니다   제일 저린건 하루 종일 거의 검지 손가락 끝이 저립니다  엄지와 중지는 아침에 거의 저리고 어쩌다가 잠시 저립니다   당뇨가  년 째이고 평균     입니다   혹시 당뇨 때문 일지요   조언 바랍니다 ,내분비대사내과
혈당 관련,신검날에   시    시쯤에 늦은 아침을 먹고 신검장에 가서    시쯤에 채혈을 했었는데 혈당이    이 나왔습니다  아무 얘기 안해주길래 신경 안썼는데 지금 찾아보니 높은 수치라길래 좀 걱정이 되는데  공복혈당 기준이  시간 금식이더라고요 그러면    이라는 수치는 별로 의미가 없는 건가요 ,내분비대사내과
갑상선 기능검사 결과,다음과 같이 갑상선 기능 검사 결과 가 나왔읍니다       항목       검사결과    참고 기준치   TSH                                FREE T                                T                                    이것은 무엇을 나타내는 건지 알려주시기 바랍니다  ,내분비대사내과
디에타민 반알씩   일째,처방받아서 중간에 하루 거른 날 빼고 복용한지   일째인데 처음  일은  키로가 빠지더니 그 다음   일은 아무리 식단을 철저하게 지키고 운동을 고강도로 거의 매일 나가도 몸무게가 단    키로도 변하지 않아요  그동안 계속 다이어트를 하면서 몸무게가 줄었다 늘었다 했지만 이렇게 정석대로 식단하고 운동하는데 몸이 아예 변하지 않는 기간이 지속되는건 처음입니다  제가 요즘 스트레스를 엄청 많이 받는데 혹시 코르티솔 호르몬이 높아서 그런걸까요   어떻게 디에타민이라는 강력한 약을 먹고 식단을 지키고 운동을 하는데 몸이 아예 그대로일수가 있나요 너무 속상해요  병원에 가서 전체적으로 건강검진을 받아봐야 할까요 ,내분비대사내과
갑상선암이면 갑상선 호르몬 T  T  증가 ,갑상선암이면 갑상선 호르몬 T  T  수치 증가하나요 ,내분비대사내과
이러면 당뇨예방에 도움이 많이 되나요 ,하체근력운동을 많이해서 허벅지를 딴딴하게 만들어놓으면요  당뇨예방에 많은 도움이 되나요 ,내분비대사내과
성장호르몬,햇빛을 받으면 멜라토닌 분비가 되어서 성장호르몬이 분비가 되잖아요  이때 안대를 써서 눈으로 들어오는 빛을 차단하면 멜라토닌 분비가 안되나요 ,내분비대사내과
얼굴 반쪽 부종,제 어머니는 올해  세 입니다 대략 년전 얼굴반쪽에 와사풍을 앓으셨는데요 치료가 거의다 됐었는데 최근들어 와사풍앓았던 왼쪽얼굴이 눈부터 볼까지 퉁퉁부으시더라구요 약을 드셔도 가라앉지도 않고 어느 과로 가서 어떤 검사를 받아야할지 알려주세요 부탁드립니다,내분비대사내과
갑상선염으로 저하증약 먹다 용량을 높였더니 항진증이 되었어요,검진상 갑상선염 흔적이 있고 TSH 수치가 높아  년동안 씬지로이드       복용했습니다 TSH     유지하다 의사쌤이  대로 유지하는게 좋다고 해       로 증량해 복용했습니다  개월 복용 후 검사해보니 TSH      free T       로 항진증이 되었다고 합니다   약 용량 증가로 인해 일시적으로 그럴 수 있다는데 불안해요         항진증이 더 겁이 납니다 씬지로이드는 다시      로 복용하기로 했습니다   년간 수치가 일정하게 유지 되었었는데 일시적으로 이럴 수 있나요  치료하면 계속 이런 반응이 반복 되는건가요   약은 계속 먹어야하는건 알지만 조금 증량 했다고해서 바로 항진증이 나오니 조절할 수 있는 방법이 없으까요 ,내분비대사내과
갑상선항진증 빈맥 연관성,  세 남성이고 항진증은   세때 진단받았습니다  투약은 쭉 이어졌었고   매번 심박잴때마다    웃도는데 현재 그냥 포기하고 신경쓰지않고있습니다  심박이 꾸준하게    이라면 위험할까요   여유가 된다면 심장 검사해보고 싶은데 현재는 삶의 여유도 없고 그냥 죽으면 어쩔수없지 라는 마인드가 깔려있어서  ,내분비대사내과
갑상선항진증에서 갑상선 저하증으로    프로 다 가나요 ,갑상선항진증약을 어느정도 먹었을때 저하증으로 가나요    저하증은 살찌는거라 그렇게되긴 정말 시른데     항진증약  개월정도 먹고있는데 걱정이네요 이제 끊어야 할까요    약오래먹으면 백프로다 저하증으로 가나요    항진증에서 저하증으로 안가는법은 없나요 무서워요    ,내분비대사내과
 개월만에 당뇨가 올 확률이 있나요 ,  대인데요  개월전에 당화혈색소 검사를 했었는데    이 나왔습니다 그리고 한달정도 전에   분쯤 거리 되는 내과에 가서 공복혈당을 쟀는데 높으면   대 초반이 나왔고 대부분   대초중반이 나오더군요 그래서 그런데 갑자기 당뇨가 올 확률이 높나요  아직 검사를 한건 아니구 그냥 갑자기 걱정되서 여쭤봅니다,내분비대사내과
코로나확진후 간수치 갑상선수치,코로나 확진후 간수치가 엄청나게 올랐어요    갑상선수치인TSH도 지난   월말검진때는    이었는데 이번에       어떻게 해야하나요  그냥 계속 잠만오는데 푹쉬면 나아지나요   지난   월 기준 위에서 부터 순서대로 수치는                였어요 ,내분비대사내과
당뇨환자 혈당관리 문의 드립니다,  살 당뇨환자인데 혈당관리 문의좀 드립니다     년   월에 당뇨진단 받았구요 진단 당시 공복형당     당화혈색소    였습니다  일정도 입원했었구 퇴원 후   일 정도 인술린 및 알약 복용하다 지금은 모두 끈은 상태입니다 최근 진단은 공복        당화혈색소     정도 입니다 약없이 운동과 식단만으로 관리 하려니 너무 힘드네요  그래서 질문드립니다     알약을 먹으면서 일반 식단 면 빵 쌀밥등등  및 운동으로 관리해도 괞찬을까요    약없이 지금 상태 유지하는게 좋을까요    당화혈색소는 몇정도 유니하는게 적당할까요   길게 보구 가야하는 병이라서 일반식을 안먹고 버티기가 점점 힘드네요  답변 부탁드립니다,내분비대사내과
갑상선기능저하증 검사,제가 목 한쪽에 혹이 생겨서 병원에 갔더니 갑상선기능저하증이라고 했었나 그래서 이걸 제거를 할지 그냥 둘지를 두고 검사를 해보자고 하셔서 여러가지 검사를 했었거든요 피검사하고 방사선 검사 같은것도 하고 되게 여러가지 검사들을 했었는데 사실 제가 가족들도 모르는 임신상태인데 원치 않은 임신이라 지울 계획입니다 그래서 방사선 관련 검사를 하기 전에 임신상태가 아니냐는 동의서에도 그냥 그렇다고 하고 검사를 받았거든요 혹시 이런 검사들로 자연유산이 될 수는 있나요  저도 정말 이 일로 스트레스도 많이 받고 일상생활도 많이 힘들기 때문에 무조건적인 비난과 비방글은 삼가해주세요,내분비대사내과
갑상선 항진증 검사결과 해석해주세요,갑상선 항진증 검사결과지인데 맨 밑에 Thyroid로 시작하는 수치가 뭔지  네거티브     는 뭔지 해석 부탁드립니다 ,내분비대사내과
오줌색이 무색,물을 적당히 마시는데 아침소변제외하고 하루종일 무샥으로 나옵니다 약간 거품이 일때도 있고요 왜이런걸까요  무서워요 유튜브에선 물울 적당히 마시는데도 무색이면 당뇨라는데 당화혈색소는    로 정상으로 나왔어요,내분비대사내과
갑상선 검사를 했는데 tsh가 높게 나왔어요 ,회사 종합검사를 받았는데 갑상선 검사에서 Tsh수치가    이 나왔습니다  정상            FreeT 결과는     가 나왔습니다   정상             병원을 방문하려고 하는데 지금 이 수치가 많이 높은건가요  병원에 방문 전 몸을 어떻게 관리해야되는지도 궁금합니다   흡연을 하는데 흡연과도 관련이 있는지 궁금합니다  검사결과지도 같이 올립니다 ,내분비대사내과
얼굴은 뜨거운데 손발은 차요,제가 얼굴엔 열이 늘 있는 편이라 홍조가 있고 그런데 수족냉증인지 손발은 차가워요 그래서 얼굴 열을 내리려고 하면 다른곳은 춥고 어찌해야할지 모르겠네요  무엇이 원인인가요  어떻게 완화할수있을까요 ,내분비대사내과
갑상선 결절 조직 검사지,결절제거 하면서 조직검사한 결과 입니다 아직 두개의 결절이 남아 있고         세침 검사로 검사해볼 필요가 있을까요,내분비대사내과
배고플때마다 손이 떨리는데 저혈당 증상인가요 ,배고플때 식욕이 생기진 않는데 손이 떨려서 어쩔수없이 먹어야해요   열도 약간  뭔가 몸이 좀 후끈해지는 느낌도 있는데   이거 저혈당 증상인가요   ,내분비대사내과
생후  개월 아기 갑상선 tsh수치 질문,안녕하세요 문의드릴 사항이 있어 글 남깁니다  저희 아기가 태어날때는 갑상선 수치가 정상이었고  생후  개월쯤 갑상선 tsh 수치가    정도였다가 두번의 검사에서 둘다    이 나왔고 이번 세번째 검사에서     이 나왔습니다  병원에서는 두 달 뒤에 다시 검사를 해보자고 하는데 아기가 피검사를 하는것이 힘들어보여 더이상 피검사를 하고 싶지 않아서 의견을 듣고 싶습니다  병원에서는 적정 수치가  미만이라고 하는데      수치라면 다시 검사를 받아봐야할까요  답변 해주시면 감사하겠습니다 ,내분비대사내과
인슐린 트레시바플렉스터치주    을,제가  형 당뇨 인슐린 의존성 당뇨인데요 투제오를맞다가 병원에서 약을바꿔보자고해서 트레시바플렉스터치주     으로 바꿧는데 저 진료해주시는 교수님까지 바뀐탓에 궁금한거 물어봣는데 대충 봐주시고 제가알아서잘해야한고만하셔서요   트레시바플렉스   은 제가 자기전   단위씩 맞았는데요   기준 주사량을 모르겠어서요  아침 공복이 너무 높게나와서 걱정이기도하구요  ,내분비대사내과
체중감소  일정하지 않은데 감소하는 체중 ,작년       월 기점으로  개월 만에 현시점 까지  키로나 감소했는데요  균형적으로 먹으면 다시 오르고 왔다 갔다 하긴하는데   너무 줄으니까 걱정이되서요   여성이고  년간 거의 운동 없고 집에만 있는 상태이고   규칙적 식습관 갖지 못하고 잠은 새벽 시 에 자고 스트레스도 많고  전반적으로 좋은 생활 습관은 아닌데  당뇨 피검사 정상이라고 나왔고 갑상선은 아직 못받았고 소화불량은 없고 소변을 많이 보고   그렇네요  다른 갑상선 제외하고 전체적인 피검사했을때 문제없었는데요 영양섭취가 많이 고르지 못하긴 해요   주말만 좀 제대로 먹고    다른 문제일까요 ,내분비대사내과
중성지방수치,한달전에 중성지방수치가    에 갑상선저하증이 살짝있다고 진단받고 리피딜슈프라정을 처방받아서 먹고 어제 피검사 결과 중성지방     갑상선 정상으로 돌아왔는데 약을 계속 먹어야한다는데 식단과 운동으로 조절이 안되나요  아직   인데 이약을 평생 먹어야하는건가요  ,내분비대사내과
갑상선결절 세침검사후 임파선염   ,갑상선결절 세침검사후에 임파선염이 왔는데 턱밑부터 귀속까지 찌릿찌릿 아프고 화끈거리고 퉁퉁부었어요      세침검사가 잘못된 것일까요      검사결과 암으로 나왔는데 암이 임파선으로 퍼졌을까봐 걱정이네요,내분비대사내과
당뇨 혈당 수치,나이는   초반이고 건강검진 시 공복혈당이     나와서 당뇨 관리 필요하다 적혀 있길래 기계 사서 집에서 해보니 공복     식후  시간     식후  시간     이 수치면 괜찮은건가요  공복혈당이 높은 거 같은데 지금부터 관리를 해야할 정도인가요  집안에 당뇨 내력은 전혀 없습니다 ,내분비대사내과
남성 뇌하수체호르몬 수치가 증가한경우는 어떤원인들이 있나요 ,안녕하세요 이번건강검진때   뇌하수체호르몬수치도 추가했는데          까지가 정상범위인데      이 나왔습니다   정상수치보다 조금높은데 위험한건가요 ,내분비대사내과
아밀라아제 수치 관련,안녕하세요 건강검진에서 아밀라아제 수치가    정도로 조금 높다고 나왔습니다  복부 초음파 결과로는 큰 이상이 없었고 종양표지자 검사로도 이상이 없었습니다   다만 왼쪽 상복부에 지속적으로 통증이 있어 추가 검진을 받아야하는 지 고민중인데요 검색해봤을때 복부 ct랑 mri 등이 나오는데 어떤 걸 확인해보면 될까요 ,내분비대사내과
갑상선결절,건강검진에서 시행한 갑상선 초음파에서 혹이 보여 큰병원으로 가보라는 소견을 받고 대학병원가서 검사하였습니다   갑상선 혈액검사는 정상수치   초음파를 보면서 선생님께서 크기는 크지 않으나 모양세가 이쁘지 않아서 조직검사를 추가로 해보자고 하여 검사 진행하였고 결과를 기다리는 상황입니다   크기는 작은데 모양세가 안좋다고 들어서 걱정이 되어서요    특별한 증상은 전혀 없습니다   혹시 모양이 이상하면 암 가능성이 높을까요   ,내분비대사내과
힘빠짐 뒤통수 불쾌감, 주일전 식사후 과격한 웨이트운동 후 일을 갔는데요 그날따라 바빠서 식사를 좀 늦게하게되었는데 식사 전부터 계속 몸에 힘이빠지고 손에 땀이나고 호흡도 힘들어져서 약간 저혈당 증상이 와서 급히 식사를 하였습니다     그리고 며칠쉬고 몸이 괜찮아져서 오늘 낮에 밥먹고 일을 나갔는데  시간정도 지나자 좀 비슷하게 뒤통수부터 약간 불쾌감이 느껴지더니 힘이 쭈욱 빠졌습니다     또 밥을 먹으니 약간 괜찮아졌습니다  최근에 근육량을 늘리고 체지방을 줄이려고 웨이트운동을 좀더 자주하고 식사를 좀 줄였는데 그 영향때문일까요   아니면 다른 병이 생긴걸까요  혈압은 정상이고    키에 몸무게   입니다  제발 좀 도와주세요    나이는   대후반입니다,내분비대사내과
유두 우유빛 분비물,안녕하세요   살 여자입니다 티비보다가 왼쪽 유두 한번 힘줘서 짰더니 우유빛 분비물이 아주 조금 점만큼  나왔어요 놀라서 다시 짜니 더 나오진 않았어요 오른쪽도 확인했는데 안나와요 찾아보니까 한쪽만 나오면 안좋다고 하던데 괜찮은건가요   참고로   개월 아기를 둔 엄마이구요 모유수유를 보름밖에 못했어요,내분비대사내과
갑상선 수치 확인 부탁드립니다 ,갑상선 검사 결과 수치 좀 문의드립니다   한달전  TSH        FT        T  정상  최근     TSH        FT        T  정상이 였습니다    항체 검사 문의하시니 개인 병원 의사선생님께서는   초음파상 결절이 보여서 벌써 확진인데    항체 검사는 의미가 없다고 하십니다   그러면서 메타 졸  일  알   회  처방 해주셨는데     이게 바로 약을 먹을 수치인지   좀 더 지켜봐야하는 수치인지 궁금해서 문의드립니다    월말에 갑상선전문 병원은 예약을 해둔 상태입니다 ,내분비대사내과
갑상선 항진증 혈액검사 봐주세요,많이높나요,내분비대사내과
오미크론 확진자인데요 갑상선 저하증약을 지금 복용했는데 몸살때문에 너무아파서요   다른 양약을 먹을땐 한시간 간격을 두랬는데 바로 몸살감기약 복,오미크론 확진자인데요 갑상선 저하증약을 지금 복용했는데 몸살때문에 너무아파서요   다른 양약을 먹을땐 한시간 간격을 두랬는데 바로 몸살감기약 복용해도될까요  참았다가먹어야하나요     ,내분비대사내과
당뇨환자인데 레모나  ,당뇨환자인데  레모나 먹어도 되나요 ,내분비대사내과
다이어트약 저혈당,다이어트약을 장기복용즁인데요 펜디진정 액티큐정 아페린씨정 먹다 안먹다 해서 살이 더이상 안빠지고 어제 저녁은 약을안먹었는데 오늘 아침에 약먹고 갑자기 식은땀 나고 덥고 어지럽고 쓰러질고같았어요 저혈당인가요    ,내분비대사내과
아빠가 아파요,저희 아빠가 당뇨가 있는데 어느날 잠을 자다가 갑자기 소리를 지르는거예요 그러면서 가족들을 못 알아보는것 같아요 막 욕하고 그래서 저혈당인가 싶어서 설탕물을 먹였더니 한 몇 분정도 소리지르다가 조용 하더니 다시 잠들 더라고요 그리고 아빠가 깨어나서 자기가 무슨 행동을 했는지 하나도 기억을 못 하더라고요  이렇게 잠들다가 이상행동을 하는게 지금 약  년간 한  번 정도있었어요  이건 무슨 병일까요   치매인가 싶기도 하고 어디 병원 가서 상담해야 할까요 ,내분비대사내과
공복 혈당은 다소 높은데  식후 혈당은 정상인 경우는 어떤 경우일까요 ,안녕하세요  저는 현재   세에    cm    kg정도로 비만하지 않으며 B형 간염 항바이러스제 투여중입니다   간수치들은 정상수치로 나왔습니다   제가 평소 건강검진 시 아침에 공복 혈당은     전후로 다소 높은 편인데   식후  시간 혈당은    보다 낮게 나옵니다   이런 경우는 어떤 문제가 있는 건지 의견 주시면 감사하겠습니다 ,내분비대사내과
갑상선 초음파검사 봐주세요   ,갑상선 초음파를했는데  양성 LAP  낭포성분을 포함한 약           cm   개월전                 난포성 대뇌종 이라고 되어있는데 이게무엇을 말하는건가요    그리고 피곤하면 목소리도 갈라지고 통증도 심합니다   그리고 약간 확대된L이 몇개 있습니다 Ns중위 II IV  이건 무슨말인가요     ,내분비대사내과
코로나 증상,제가 수요일부터 혹시 몰라 자가키트를 하면서 격리를하다가 토요일에 자가키트 양성아 나오고 일욜에 피씨알 확진을 받았는데 제가 수요일부터 일요일까지 두통도 거의없고 목도 거의 안아프고 열도 안났는데 오늘이 일요일인데 어제 밤부터 약간 폐쪽 갈비뼈    그리고 왼쪽 심장쪽 근육이 잠깐씩 따끔하다가 안아파지길래 별 신경을 안썼는데 오늘 한 오후  시부터   좀 아픈데 약간 숨을 크게 들이마시면 좀 따까운 느낌 들면서 폐쪽이 약간 시리다    왼쪽폐 쪽이 시린데 제가 원래 집돌이가 아닌데  일동안 방에서 격리만 하다보니 거의 대부분을 누워만 있었는데 혹시    폐나 심장에 문제가 생긴걸까요    아니면 그냥 근육통이나 결림 이런걸까요    너무 걱정되요 지금 이 통증이 있는데도 두통 인후통 이런건 없어요 애초에 코로나 대표증상들이 거의 앖는데 심장쪽 폐쪽 이런데만 아플수가있나요   ,내분비대사내과
하시모토갑강선,하시모토갑상선으로 약을 먹고 있습니다 헌혈가능하나요 ,내분비대사내과
갑상선조직검사,내일 갑상선조직검사를 하는 날인데 혼자 가도 상관없나요   검사하고 일상생활 못하거나 하진 않나요 ,내분비대사내과
목 갈증이 심해요,물을 먹어도 먹어도 목 갈증이 너무 심해요 아까 점심을 먹고 누워 있어서 그런가요   어떻게 하면 이 갈증이 없어지는지 알려주세요 밤에 잠도 못 잘 정도에요  ,내분비대사내과
당뇨에 안좋은 술 알려주세요,와인  맥주  소주  막걸리 중에서  당뇨에 가장 나쁜 순서대로 주류를 순서대로 알려주세요,내분비대사내과
인슐린 섞어 써도되나요 , 형 당뇨인데 인슐린 글루리신이랑 인슐린라이스프로 두개가 조금씩 남아서 섞어서 써도 되나요 ,내분비대사내과
갑상선 thyroglobulin ab 추치 높을 시 질병,갑상선 혈액 검사로 thyroglobulin ab 항갑상선글로불린항체 가 정상 수치인          IU mL 보다  배 높은        수치를 진단 받았습니다  다른 수치들은 정상 범위인데 혹시 thyroglobulin ab 수치가 높으면 나타나는 질병이 어떤건지 알 수 있을까요   상담 받아보라는 의미없는 답변 체택x 신고합니다,내분비대사내과
갑상선 항진증 또는 저하증 또는 둘다 올수도 있나요  ,두달전 갑상선 항진증 진단을 받아 약을 복용하고 있습니다  약 복용하면서 말도안되게 살이 금방 찌고 결국 만삭을 찍었네요      항진증의 대표적인 증상은 다가지고 있고 이후 무릎관절이 통증이 심하고 눈두덩이도 튀어나오고  눈밑이 심하게 떨리고 얼굴이 심하게 붓습니다  지난달 검사한 수치인데 이게 항진증 또는 저하증 중 어떤거 일까요        혹은 항진증  저하증 둘다가질수도 있을까요         ,내분비대사내과
