,3,4,5
10,상처 흉 안지는 법,다리에 이렇게 상처가 났는데 흉 안지게 하려면 어떻게 해야하나요    메디폼 하나만 사서 붙여도 괜찮을까요   ,응급의학과
11,노인 다리 상처  염증 치료,할아버지가 다리 염증이 있으신데 치료법 좀 알려주세요 작년에 다리에 염증이 가득차서 한달간 입원 치료했습니다  수술도 하셨어요   최근에 상처 부위가 저렇게 번지는데 어떻게 치료해야되나요  지병이 있어서 코로나 백신을 못 맞으셔서 대학병원에 진료 받기에 어려움을 겪고 있어요 그리고 거동이 불편하셔서 더더욱   아니면 할아버지 대신 타인이 대신 진료를 받을 수 있나요  약이나 치료법 좀 알려주세요   집에만 계시고  상처 원인도 모릅니다,응급의학과
12,뜸 놓은 후 화상 자국 ,사진처럼 뜸 놓은 후에 화상 자국 같은게 생겼는데여 원래 이런건가요 병원가서 화상 치료 안 받아도 되는걸까요  ,응급의학과
13,혐  발에 습진 물집 ,평소에 발에 수포같은 습진이 나곤하는데 최근 운동화에 양말 신고 오래 걸어서 그런지 큰 물집같이 생겼어요 이게 뭘까요  걸을때 옆 발가락에 쓸려 좀 불편했는데 별거 아니겠거니하고 걸었더니 점점커지네요 안에 물같은게 차있는거 같은데 이게 뭘까요  가렵지는 않아요,응급의학과
14,손가락에 물집같은거,중  여자인데요 중지손가락에 뭐가 났어요 원랜 하나밖에 없었던것 같은데 하나 더 났어요 뭐죠 이거  ,응급의학과
15,쓸려서 벗겨진 피부 치료,오늘 대걸레로 열심히 청소하다가 손바닥이 쓰라린 것 같아서 봤더니 손바닥에 동전크기만큼 피부  껍질  이 벗겨져 있더라구요  그제야 막 쓰러려서 급하게 후시딘 덕지덕지 바르고 이지덤  붙였는데 너무 쓰라려서    치료가 잘못 된 건지 원래 이렇게 아픈건지 질문드립니다   ,응급의학과
16,  개월 아기 미끄럼틀에 쓸려 난 상처가 꼭 화상 입은 것처럼 됐어요 ,   일 저녁에 미끄럼틀을 타다가 마지막 부분에 턱을 맞았어요  처음에는 피는 안 나고 쓸린 상처처럼 빨갛게 됐는데 아무것도 안 발라주고 지났거든요 그러고 이틀후쯤 딱지 지고 떨어졌어요 저온화상일까요  이제 와서 상처 색을 보니 아무 조치 안해주고 지난게 걱정되고  지금은 해줄게 없죠 ,응급의학과
17,고데기 화상,이틀전 봉고데길 하다가 데였고 물집은 안잡혔고 상처색깔만 갈색으로 변했는데 흉 질까요  얼굴부위라서 너무 걱정되요    만약에 흉지면 어떠케요      ,응급의학과
18,발에 생긴 물집  ,이렇게 발가락에 물집 생겼는데 터뜨려야 하나요     아님 병원 가야하나요  만약 터뜨리게 된다면 어떻게 터뜨려야 하나요 ,응급의학과
19,화상 가려움,화상 입고 두달정도 된거같은데 나아진거같아 약바르는거 멈추고 그냥 냅두다가 다시 화상연고 바르고 하루정도 밴드붙여 생활했는데 빨간부분만 되게 가렵고 부어올랐드라고요 그냥 냅두는게 나을까요 약만 발라야할까요,응급의학과
20,심재성 도 화상,오늘 작업중에 화상을 입었는데 심재성 도라고 하시더라구요   화상직후 사진인데 흉 많이 질까요  ,응급의학과
21,아기 도이상화상 샤워,이제샤워해도될까요  한달이상 매일병원가서 하얀약 바르고 붕대했 어요 피부과가보니까 이젠후시딘바르 라던데요 이제어떤약바르나요 아기가 코로나걸려서 병원도못가요  ,응급의학과
22,목에 물집이 생겼어요,목에 물집이 생긴 지 좀 오래됐는데 만져보니까 동글돈글한 물집이더라고요 요즘 아토피도 없던게 생기고해서 한데 혹시 이게 뭘까요 ,응급의학과
23,입술 물집 ,자고 일어났더니 밑 입술이 너무 아파서 보니까 물집  뾰루지  같은게 올라와있고 꽤 부어있습니다 입을 벌릴 때도 아프고 만져도 아픕니다 혹시 왜 이런건가요  ,응급의학과
24,레이저제모하다가 화상입었는데 물집이 터졌어요,물집정도도 아니고 껍데기  같이 붙어있었는데  전혀 아프지않았음  씻다가 저도모르게 떨어졌어요 지금도 아프진 않아요 후시딘 바르고 밴드 붙여야하나요  내일 내원을 해야할 정도인가요 ,응급의학과
25,엄지손가락 물집 빨리 없애는 법 알려주세요,칼림바 연주하는데 손톱이 짧아서 그냥 살로 쳤더니 양쪽 엄지손가락에 물집이 생겼습니다    병원이나 짜는 법 말고 빨리 없애는 법 없나요  ,응급의학과
26,상처 화상 흉터연고,넘어져서 착색된 상처와 데여서 피부색이 어둡게 변한 상처에 더마틱스울트라가 괜찮을까요  더 마 라이프가 괜찮을까요  다른 제품 괜찮을 게 있을까요  쿠팡 광고 신고합니다  광고 모두 신고합니다 ,응급의학과
27,오른쪽 발의 엄지발가락 왼쪽부분이 갑자기 너무 가려워 계속 긁었더니 한시간 후에 이렇게 물집이 크게 잡혔습니다  무좀인가요 한포진인가요    처,오른쪽 발의 엄지발가락 왼쪽부분이 갑자기 너무 가려워 계속 긁었더니 한시간 후에 이렇게 물집이 크게 잡혔습니다  무좀인가요 한포진인가요    처치는 어떻게 해야하는지 답변 주시면 감사하겠습니다 ,응급의학과
28,의료용스테플러, 월  일경 밤  시 계단에서 넘어져서 두피열상으로 응급실에서 의료용스테플러로  방정도 박았습니다 오늘 오후에 소독을 하고 왔는데요 병원에서 머리감으셔도 된다고 하는데 붕대를 때고 샴푸를 사용 하여 감아도 될지 궁금합니다  머리가 길어서 피가 굳어서 머리를 감고 싶은데 그냥 감아도 될지가 의문입니다,응급의학과
29,도와주세요    ,두상이 갑자기 짜그러졌는데 왜 이런건가요      찌그러진 부위 만져보면 부딪힌 것 같이 아픈데 다시 돌아올 수 있나요    부딪혔다고 찌그러지는 게 말이 되는 건가요                 ,응급의학과
30,교상도 개방성 외상에 해당되나요 ,대부분 개방성 외상이면   찰과상  열상  자상  박탈상 결출상   절단상  절상  개를 말하던데 창상은 아마 절상과 비슷하게 베인 상처라 절상에 해당될 것 같고   교상은 개방성 외상인지 모르겠네요 ,응급의학과
31,가위에 베인상처 소독,가위에 손가락이 베여서 병원진료 받았습니다  꿰매지는 않았고 소독 후 항생제 주사랑 약 처방받았습니다  다음 날 가니 주사만 처방하시고 소독은 하루 뒤에 오라고 하셨는데 일때문에 바빠서 못갈거같은데 집에서 소독해도 될까요 ,응급의학과
32,화상질문이요  , 도인가요  도 화상인가요 뜨거운 물체에 데였습니다   피부껍질이 약간 벗겨졌습니다,응급의학과
33,물집 운동 할 때,아 너무 쓰라리고 운동 할때 벗겨지는데 어떻게 해야되죠 빨리 낫는법 없나요,응급의학과
34,손이 베이고서 간지럽고 잘 안아물어요 ,두달 전쯤에 쇠에 베었는데 아무는 것 같더니 살짝 붇고 계속 이 상태에요  간지럽고 눌러보면 그냥 그런데 문지르면 조금 아파요  이대로 흉난 건가요  아니면 아무는 중인가요  병원에 가야하는지 그냥 놔둬도 되는지 궁금합니다 ,응급의학과
35,손가락 염증 생긴거 같아요 ,얼마전에 가방 싸다가 반대 손 손톱에 긁혀서 살이 벗겨졌는데요  첫날에는 밴드 붙였다가 선이 다 뿔어서 걍 붙였는데 감염된 거 같아요  주변 부분이 약간 빨개지고 살짝 누르면 통증이 좀 있어요  이거 염증 생긴거 맞죠  어떻게 해야할까요 ,응급의학과
36,화상 물집 터짐,최근에 화상입었는데 물집이    개정도 났더라고요  근데 실수로 문에 화상부위에 스치는 바람에 물집이 터져서 스펀지처럼 생긴 화상밴드를 어제부터 붙이고 있었는데 화상 입고 물집 터지면 보통 몇일정도 상처가 아무나요   ,응급의학과
37,어깨상처염증  상처가 났는데 상태가 하얀 염증인지 궤양같은게 생겼네요,어깨상처염증  상처가 났는데 상태가 하얀 염증인지 궤양같은게 긁다가 상처가 생겼는데 사진과같이 하얀 염증이 생겼는데 약간 진무르고 하얀염증이 껴있어요 저러면서 아물지가않고 저상태네요 약도먹고 연고도 발랐는데 나아지질않네요 병원은 어느과 어디로 가는게 좋을까요 ,응급의학과
38,이 상처에 메디폼 붙여도 될까요 ,얼마 전에 아스팔트에서 쓸려서 무릎에 상처가 났는데요  밴드 붙이면 별로 좋지 않다길래 그냥 빨간약 바르고 마데카솔 발라가면서 상처 치료를 했었습니당    근데 내일이 개학이라 스타킹을 신어야 하는데 이 상처 위에 밴드를 붙여야 하나요  아님 메디폼을 붙여도 될까요  메디폼 하루에 몇 시간 이상 붙이고 있다가 갈아야 하나요    상처 치료 방법도 좀 자세히 알려주세요 부탁드립니다      번째 사진이 왼쪽 무릎이고  번째 사진이 오른쪽 무릎에요 ,응급의학과
39,안녕하세요 지금 사진에 나와있는 상처는 얼마나갈까요 ,그리고 저정도면 흉질까요  병원가봐야할까요  그냥 돌바닥에서 넘어진것밖에 없는데 상처가 커서요 그리고 손목을 움직이면아파요 앞 옆은 안아픈데 뒤에만아파요 그냥 혹시나해서 말해봅니다 상처생긴지는 이제  일됐어요,응급의학과
40,손가락 물집,일주일전부터 갑자기 손가락에 물집같은게 생겼는데 이게 뭘까요   간지럽지는 않고 누르면 조금 아프네요   ,응급의학과
41,찰과상에 물집이 잡힌건지   계속 후시딘 발라도 괜찮나요 ,이틀전 벽 모서리에 긁히고 그 다음날부터 소독하고 후시딘하고 습윤밴드 계속 붙이는 중 입니다   하얀부분이 물집인가요   약품설명서에 물집잡히면 그만 발라야 한다고 돼있어서 지금까지 하던대로 계속 소독하고 약바르고 밴드 붙이면 되는건지 아니면 소독만하고 밴드 붙여야 하는지 질문드립니다,응급의학과
42,발가락 물집,발가락에 물집이 잡히고 점점 번져요  처음엔 두번째 발가락에 생겨서 지금은 흉터가 됐고 세번째로 번져서 물집이 잡히더니 지금은 전체가 불그스름하게 저렇게 바꼈고 이제 네번째로 옮겨갈라해요     물집이 터져도 다시 생기고 엄청 가렵다가 또 만지면 아프다가 하더라구요    습진약 있어서 발랐는데 소용이없어요  이게 뭔가요   ,응급의학과
43,손가락에 이상한줄과 물집같은게 있습니다,손가락에 이상한 줄이 생겼습니다 그래서 뭐 찾아보니까 비타민 부족 심하면 암이래서 뭐 비타민 부족한가보다 생각했는데 갑자기 그 손가락에 물집같은게 생겼습니다 아프지는 않구요 병원에 가야할까요   내공    이요,응급의학과
44,찝혀서 생긴 작은 물집 내공     ,책상 두개를 옮겨붙이다가 책상 사이에 손가락이 세게 찝혀서 작은 물집이 생겼는데 물집 빨리 치료하는법 알려주세요    ,응급의학과
45,물집 생길때 어떻게 해야 나을까요 ,제가 전자기기를 좀 많이 해서 생긴거 같다고 하는데 이거 어떻게 나을까요 약은 마이케어로션 바르고 있어요  좁쌀물집이랑 여러가지 다 있어요   어떻게 나을까요 ,응급의학과
46,귀 뒤에 물집  같은게 생겼어요,귀 뒤에 물집 같은게 엄청 크게 생겼는데 만지면 말랑하면서도 안은 딱딱해서 바늘로  번정도 뚫고 짜봤는데도 피만 나오네요 이게 어떤거고 어떤 병원에 가야되나요 ,응급의학과
47,갑자기 생긴 손가락 물집 왜 이럴까요 ,상처나 물리적 충격은 없었으며 처음에 약간 가려움 정도만 있었는데 자고 일어났는데 손가락 통증과 물집이 잡혔어요 동네 피부과 다녀왔는데 병원에서도 원인을 모르겠다고 하네요  ,응급의학과
48,외상성 경막하출혈 후 극심한 두통, 월 일 계단에서 굴러서 머리를 다쳐서 외상성 경막하출혈을 진단받았습니다 수술할 정도는 아니라고 하셔서 약물치료로   일 입원치료하고 어제 퇴원했습니다 병원입원동안에도 진통제를 써도 두통이 너무 심했거든요   지금 퇴원하고 와서도 두통이 너무 극심해서 괴로워하네요 잠도 잘 못자구요 보통 이경우는 언제쯤 두통이 사라질까요    시간이 지나면 점점 두통이 좋아지는건가요 ,응급의학과
49,피부토닝 후  도화상 의료사고  ,피부과에서 토닝받다  도화상을 입었습니다  시술 중 무척 뜨거웠지만 원래 좀 따금할수잇다하기에 원래이런건가 하고 참았습니다  토닝 후   분정도 되니 물집이 올라오더군요   화상병원에서  도화상 진단받았고 상처 다 아무는데  주가 걸렸습니다   주간 화장 세수 정상적으로 할수 없었고 테이핑붙이고 댜니게됬죠  현재는 상처는 다 아물었고 상처부위가 검지손톱정도 크기로 많이 크진 않지만 색소침착과 흉터가 보여 얼굴볼때마다 너무 화가나고 스트레스입니다  피부과에서 위자료는 어느정도를 책정해야할지    이정도상태면 흉터치료 등 꾸준히 받으면 개선은 되는건지    거울볼때마다 한숨나오고 너무 답답하여 간절히 글을 올려봅니다    얼굴인지라  화장해도 가려지지도 않고   피부과에선 본인들 잘못인정한상태고 말이 저 토닝하기 전에 토닝기계 점검을 해서  출력을 좀 높여놨엇다고 그상태로 들어가서 그런거같다고하네요    색소침착되는거 치료받으면 갠찮아 질수는 있는걸까요     대 여자인데 너무 우울합니다   ,응급의학과
50,손가락 물집  손가락저림,한 틀전부터 욱신욱신하다가 어디에 찍힌것 마냥 검은색으로 변했습니다 부딧히거나 찍힌적없음  몇일뒤면 사라지나요  왜그런지 답변좀 부탁드려요,응급의학과
51,화상입었어요   급해요,안녕하세요 제가  일전에  금요일 저녁  실수로 숯불을 만져버려서 화상을 입었는데요 일단 바로 차갑게 해서 응급 처치는 했고 며칠간 손에 이지덤같은서 붙여놓고 생활했더니 보기에는 괜찮아진것같아요  물집도 생기지 않았고요  어제부터는 그냥 아무런 치료를 하지 않고 지냈는데 계속 살이 딱딱하게 느껴지고 감각이 아직도 안돌아오네요 뭔가 두꺼운 막이 피부 위에 있는 느낌  이대로 두면 감각이 돌아올까요  아니면 뭔가 치료를 해야될까요    해야한다면 어떻게 해야할지 알려주세요 아래 사진은 각각 금요일  토요일  일요일  그리고 오늘 상태입니당 ,응급의학과
52,고데기하다가 화상자국질문 ,사진에보시다시피 고데기로인해 화상자국이생겼습니다 인지못하고있다가 왜안없어지나했더니 화상자국이었습니다  얼굴이 하얀편이라 생각보다 티가많이나는데 이 자국이 아프거나 그러진않는데  이상처없애려면 치료까지받아야할까요   아니면 연고바르면없어질까요  피부과 전문가님들  만 답변부탁드립니다  ,응급의학과
53,뜨거운 컵 손잡이에 데였습니다 화상 ,컵 손잡이가 금속재질이었는데 전자렌지에 돌렸다가 데였습니다  하얗고 좀 딱딱한 물집이 잡혔는데 그냥 놔두면 알아서 나을까요  아니면 병원에 가야하는걸까요  사진 첨부합니다 ,응급의학과
54,화상 치료,안녕하세요 제가  일전에  금요일 저녁  실수로 숯불을 만져버려서 화상을 입었는데요 일단 바로 차갑게 해서 응급 처치는 했고 며칠간 손에 이지덤같은서 붙여놓고 생활했더니 보기에는 괜찮아진것같아요  물집도 생기지 않았고요  어제부터는 그냥 아무런 치료를 하지 않고 지냈는데 계속 살이 딱딱하게 느껴지고 감각이 아직도 안돌아오네요 뭔가 두꺼운 막이 피부 위에 있는 느낌  이대로 두면 감각이 돌아올까요  아니면 뭔가 치료를 해야될까요    해야한다면 어떻게 해야할지 알려주세요 아래 사진은 각각 당일  다음날  그리고 현재 상태입니당 ,응급의학과
55,화상 치료법,오븐레인지 사용하고 음식 꺼낼때 테두리에 쇠로 돼있는부분이 달아올라있었는데 거기에 데였어요 이틀 전에데였고 오븐레인지 사용할때    도로 사용했었어요  번 사진에 붙이는거  데인당일날 붙였다가 떼고 오늘은 계속 붙이고 있었어요 데이고나서 찬물에 잠깐 헹궜구요 지금 저거 떼었는데 이렇게 됐네요 그냥 후시딘같은거 바르고 반창고 붙이면 되나요 ,응급의학과
56,화상 질문이요,고데기 화상 따갑고 부넜는데 당장 후시딘 발라도 되나요  안 따갑게 하는 법 있나요 ,응급의학과
57,발에 가시박혔는데 연고발라도 됩니까 ,제가 방금 발에 가시박혔는데 칼로해도 안빠지길래 급한마음에 일단 연고바르고 밴드붙이고 내일 아침에 병원가보려고하는데 괜찮을까요      ,응급의학과
58,발 빨갛고 따가움,다이소에 파는 사포 붙여서 하는 패드로 발을 밀었는데 너무 세게 밀은건지 미는 곳이 아닌데 밀어서 그런건지 빨갛고 화상입은 것처럼 따가워요       시간 지난 지금도 계속 아픈데 어떻게 해야할까요    ,응급의학과
59,이거 발바닥 물집인가요 ,제목이 곧 내용입니다  이거 발바닥 물집인가요  나이는   살이고 생긴지는 하루에서 이틀정도 된것 같습니다  쌀알보다 약간 작거나 비슷한 크기구요 모양은 보시는 그대로 입니다   물집이 아니라면 무엇인지  어떻게 치료해야되는지 알려주세요   ,응급의학과
60,두드러기  물집   이거 포진인가요 ,이틀 전부터 손가락이 팅팅부어서 원형으로 우둘투둘하게 두드러기가 나더니 오늘은 발까지 난리네요 심하게 가렵고 엄청 붓는데     이게 한포진인가요  제가 일본이라 너무 당황스러워서 도와주세요  ,응급의학과
61,티눈 물집 터짐,티눈 냉동치료를 하고 물집이 터져서 밴드 붙히고 다니다가 새살이 나길래 밴드를 떼고 다녔는데요 아직 티눈이 완치가 되지 않은 건가요  재발한건가요   중간에 하얀색은 제가 팬치로 좀 뜯은 흔적입니다  누르면 좀 욱신욱신한 것 같기도 한데  ,응급의학과
62,길가다 넘어졌어요,길가다 넘어졌는데 상처부위가 하얗게 됐는데 이거 괜찮은건가요 계속 전율이 오고 피가 계속 흐릅니다 지금 다리에힘이없어요  ,응급의학과
63,입술화상연고,제가 마시멜로우를 구워서 먹다가 뜨겁게 녹은 마시멜로우가 입술에 닿아서 글루건 처럼 굳길래 떼냈거든요  근데 그과정에서 살이 좀 벗겨지면서 약간의 화상때문에 물집이    cm 정도로 잡혔어요     집에  바스포연고 가 있길래 발랐는데 괜찮겠죠      추후에 흉이 안지게 하려면 어떻게 해야하나요 ,응급의학과
64,화상상처 가만둬도 될까요,병원에서 입원치료 받으며 드레싱 일주일 반  이주  정도 받았는데 병원안에서 코로나걸려서 퇴원조치 됬어요 이틀은 붕대감겨있는상태로 뒀는데 이틀째엔 소독해야될거같아서 식염수랑 연고 바세린거즈 거즈 붕대 사서 했는데 너무따갑고해서 그냥 다때고 연고만 바르고 차라리 딱지생길때까지 기다리려고하는데 그냥둬도 될까요 상태는 진물이랑 피가 조금씩 나네요 이대로 격리기간풀리고 병원가면 딱지 다시 떼어내나요 ,응급의학과
65,콧등물집 관련질문이요 사진첨부,안녕하세요 혹시 콧등물집이 보이시나요    저게  년이 넘도록 안없어지고 있는데 터트려도될까요  아니면 피부과를 방문해야할까요  지금 해외라 당장 피부과 방문은 힘든데 괜찮을까요  고수님들 답변 부탁드립니다 ,응급의학과
66,엄지발바닥 물집 빨리 없애는 법  ,내일이 개학인데 오늘 무리하게 배드민턴을 쳤다가 물집이 생겼어요   되도록이면 내일 아침까지 낫는 법 있을까요   제발요  ,응급의학과
67,손가락 찰과상 후 감각 무뎌짐,중지 손가락 첫번째 마디 안쪽에 문에 찌여 살이 벌어져서 다쳤습니다  응급실에 가서 응급처치를 했지만 손가락에 피가 안통하게 막아놓은 것처럼 감각이 무디고 얼얼하네요  검색해봤는데 말초신경에 이상이 생겼을 수도 있다는 걸 알게 됐는데 괜찮은 건가요 ,응급의학과
68,물집 제거후 뜯어진 피부 관리,이거 어떻게해야하나요   제가 호텔리어라 맨날 구두신고 일하는데    일 전부터 물집이 생겼어서 터트리고 피부가 벗겨진 상황인데 일요일부터 다시 또 구두를 신고 일해야하는데 너무 아파서 어제는  시간을 절뚝거렸어요 어떻게해야할까요     ,응급의학과
69,물집 관리 시급,제가 오늘 롤러타고 집에 왔는데 보니까 물집이 생겼더라구요  제가 낼도 롤러를 타야되는데 어떡하면 좋을까요  ,응급의학과
70,물집을 터트리고 껍질을 벗겼는데,어느순간 보니까 새끼 발가락에 물집이 크게 잡혔길래 터트리고 겉에 껍질을 짤랐는데 혹시 많이 안좋을까요 다들 안터트리는게 가장 젛다고 하는게 이미 터트려서     큐,응급의학과
71,물집 잡힌건가요 ,씻다가 손등이 따가워서 봤는데 저렇게 부었 더라고요 손등에 컴싸 칠했다가 지운것같은 자국이 있고 살짝 부어서 뽈록 나와있어요  그리고 살짝 쓰라려요  물집 잡히는중인건가요   ,응급의학과
72,물집 벗겨짐 치료 문의,행군을 하다 발바닥에 물집이 생겼는데 물집이 터져서 벗겨졌습니다 치료를 할려 하는데 후시딘 발라도 될까요  내공    ,응급의학과
73,손에 물집  잡힘,놀다가 난 상쳐같은데요 상쳐나고 몇시간 후에 소독하고 약 발르고 잤어요 근데 일어나보니 물집같이  뭐가 고여있더라구요 자꾸 상쳐부위가 아픈데 어떻게 할까요   약은 봉와직염 연고 발랐어요 ,응급의학과
74,화상 입은 부위를 조심하며 짧은 옷 입는 방법 ,한 쪽은 발등  한 쪽은 발목에  도 화상을 입었고  현재는 흉터제거 연고 바르면서 지내고 있어요  착새된 피부가 그나마 괜찮아지려면  년은 기다려야 한다네요  자외선 차단 잘 해야 한다는데 봄이 오니 치마가 입고 싶어요  혹시 화상입은 부위 붕대로 감고 치마 입어도 될까요  아니면 그냥 꾹 참고  년은 긴 바지 입고 지내야 하나요 ,응급의학과
75,응급실 약 처방,제가 몇일전에 코로나 확진 판정받고 응급실에서 근육주사 맞고 약을 처방을 받았는데 그 약이 효과있어서 더 처방을 받고 싶은데 응급실은 약만 처방도 해주나요    ,응급의학과
76,손가락화상,요리하다가 화상입었어요 어떻게 치료해야 할까요    분되어 물집은 아닌데 애립니다 ,응급의학과
77,화상 입었습니다 도와주세요 급합니다,뜨거운 접시에 한두시간 전 데였습니다 손가락  개가 화상을 입었는데 엄지손가락이 제일 아픕니다 너무 아파서 아이스팩을 댔는데 현재까지 아이스팩 대고 있습니다  개가 다 녹았고  너무 차가워도 아프고 미지근해지면 또 아픕니다 살려주세요 해결  방법 부타 드립니다,응급의학과
78,화상 입었을때,화상을 입은지  일정도 지났는데 어떻게해야되나요 병원을 가도 소독  같은거 밖에 안해주더라고요 그리고 얼마나 심각한건지도 궁금합니다 ,응급의학과
79,무릎까짐 살려줘요  ,신호되서 빨리가려다 넘어졌는데 다리  그는 갔습니다 다행이 본사람은없었어요 근데 이 상처 언제 다 나을까요    아파 죽겠습니다 이불도 덮으면아프고 살짝만 만져도 스쳐도아프고 편하게 자세 취하지도 멋하고 너무 아프고 불편해요   매일 연고는 발라주고 있는데 흉터는 상관 없느니 빨리 통증좀 가라앉게 할 수 없나요   ,응급의학과
80, 달 반정도됐습니다 고데기 화상 상처입니다 처음에 대처를 잘 못 해서 몇달은 상처가 안 보였어요 그냥 붉었다가 시간이 지나니 점점 변했습니다 약, 달 반정도됐습니다 고데기 화상 상처입니다 처음에 대처를 잘 못 해서 몇달은 상처가 안 보였어요 그냥 붉었다가 시간이 지나니 점점 변했습니다 약은 꾸준히 발라주는 케어번 크림 발라요 상처 심각한건가요 ,응급의학과
81,화상흉터치료,화상입은지 두달되어가는데 살이 볼록튀어나와서요  흉터 치료로 프락셀    번 했는데도 볼록 튀어나와있네요 흉 안없어질까요  ,응급의학과
82,발가락 상처, 일 전 둘째 발가락 책장 모서리 부딛혀서 피니고 다친 이후 오한  전신 열감  근육통 있습니다   어제부터는 진짜 열도 나고 이미 아문 발가락도 쑤십니다  봉와직염  파상풍인가요  가벼운 감염일까요 ,응급의학과
83,엄지 손가락에 물집,학교에서 음악시간에 칼림바 하다가 너무 열심히 해서 엄지 손가락 끝에 손톱 위에 부분에 물집이 아주 제대로 잡혔는데 어뜨카나요     크기는 새끼손톱만하고 일상 생활할 때 어디에 닿으면 좀 아파요   터트려야하나요       어떻게 해야하나요    ,응급의학과
84,손가락 물집,어제까지만해도 없었는데 오늘 간지러워서확인해보니까 물집이 생겼어요 이거 어떡해야하는거죠,응급의학과
85,물집 터뜨렸는데 뜯었어요   빨리 낫는 방법좀 ,제가 어찌 저찌하다가 밴드 붙인 옆에 물집이 생겼던게 터진가에요   그래서 너무 거슬려서 뜯어버렸는데 너무 심하게 뜯어서 살이 돋아나면 그 뭔가 딱딱해서 거칠거칠한 느낌이 나서 뜯어버려서 지금 완전 엄지 손가락이 손톱 빼고 거의 살이 다 버껴졌어요    사진 처럼 되서   빨리 회복하는 법 좀 알려주세여 ,응급의학과
86,손가락 피물집,손가락을 찌어서 물집안에 피가 고여있어요 이틀정도 지났는데 피 안 빼주고 그대로 둬도 상관 없을까요,응급의학과
