title,content,department
뺨에 갑자기 이런게 났는데 이게 뭔가요 대상포진인가요   지금 마데카솔바르면서 계속 지내고있긴한데 나아지는거 같지도 않네요  밴드 붙여도 되는건,뺨에 갑자기 이런게 났는데 이게 뭔가요 대상포진인가요   지금 마데카솔바르면서 계속 지내고있긴한데 나아지는거 같지도 않네요  밴드 붙여도 되는건가요,감염내과
코로나 당일접종 가능한가요   ,제가 내일 코로나  차 화이자 백신을 맞을려고 하는데 검색해보니까 대기중 떠있더라고요 내일 백신 가능할까요     급합니다    내공 드려요   ,감염내과
코로나 자가키트,어제도 저렇게 t부분에 빨간색이 생겼었는데 줄은 안생기더라구요   거 왜 이렇게 뜨나요 양성인가요     ,감염내과
 차 접종,제가   살인데 백신 차부스터샷을 맞을려고 하는데 부모님과 병원을 꼭 같이 가야하나요 부모님이 바쁘셔서 부모님 동의서로는 안 될까요   ,감염내과
잠복기에 감염,오미크론   제가 잠복기에 만났던 사람들도 양성이 되나요  제가 양성일 경우에 잠복기에도 다른 사람에게 바이러스가 전이되냐는 말입니다  참고로 떡볶이도 같이 먹었습니다  ,감염내과
동거가족 코로나 질문,아빠가 자가진단키트에서 양성 나와서 그래서 저랑 엄마랑 언니랑 했는데 다 음성 나왔거든요 내일 가족 다 같이 신속항원검사 하러 가면 되나요    일요일에는 병원이 안 열어서 ,감염내과
동거가족 확진,학생이고 자가키트론 음성나왔는데 pcr 필수인가요  Pcr에서 음성나오면 학교가야되나요  ,감염내과
코로나백신  차접종후 코로나 확진 격리,코로나백신  차접종후 한달넘어서 코로나걸리면 격리 안해도 되나요 ,감염내과
  살 코로나  차 백신 예방접종 시행 동의서 질문,부모님 동의만 얻고 저 혼자 가려고 하는데 이번에  차 백신을 맞거든요  동의서를 집에서 뽑았는데  화이자 코로나   백신 코미나티주  이게 맞나요 ,감염내과
에이즈 질문있습니다,Hiv 바이러스 보균자나 에이즈에 감염된 여성과 콘돔없이 성관계를 한 번 했을때 남자가 감염될 확률이 얼마나 될까요 ,감염내과
코로나 확진 완치 후 보건증 발급 가능한가요 ,제곧내 입니다   코로나 확진 후 완치 판정 받은 지 일주일이 지난 상태입니다  혹시 코로나 확진 된 후 완치 됐는데 보건증 발급 받을 수 있을까요 ,감염내과
A형 간염 예방접종 유효기간,이번 연도에 유럽  아프리카 여행을 갈 예정인데 장기 여행자분들이 A형 간염 예방 주사를 많이 맞으시더라구요   일단 저는 A형 간염 주사를 태어날 때 맞았는데 그게 유효할까요   또 안 맞아도 되나요   유효기간이 평생이라고 알고 있긴 한데 혹시나 해서요     확실하게 아는 분만 답변 부탁드립니다    ,감염내과
자가진단 키트 양성,가족중에 한명이 자가진단 키트 했는데  분  그정도 되지도 않았을때 두줄 떴는데 정확한건가요 ,감염내과
코로나자가격리해제,몇일부터 친구랑밥먹을수잇나요 해제 당일도가능한가요 증상은 양성 일전부터 아팠어요,감염내과
자가키트 검사 용액에 침 넣어서 검사하면 결과 안나오나요 ,코 찌르거나 목찌르는거랑 침 넣는거랑 똑같을거같은데    안되나요  ,감염내과
코로나와 오미크론 동시에 걸릴 수 있나요 ,저와 남편이 둘다 키트 양성이 나와서 그냥 집에서 같이 격리생활 했습니다  누구로부터 시작이 되었는지는 몰라도 서로에게 옮겼을거니까 굳이 둘이 서로 격리할 필요는 없다고 생각했어요  저는 몸살 발열 인후통 순서대로 진행중입니다  남편은 가벼운 기침과 두통 정도였어요  사람마다 증상이 다른 것이라 생각했습니다  근데 남편이  일째 되는 지금에서야 목이 아파옵니다  혹시나 하여 여쭤봅니다  둘이 서로 다른 곳에서 코로나 오미크론 다른 종류로 옮아왔는데 이 바이러스가 몸에 있는 상태에서 다시 바로 옮을 수도 있을까요  남편이 오미크론이었는데 저에게 코로나가 옮았다던지    두 개가 같이 한 몸에 공존을 하는 경우가 있나요 ,감염내과
병원 코로나검사,중 이고 증상은 가래 콧물 발열 무기력함이고 오늘 학교에서     도 나와서 혹시 몰라서 병원에서 pcr은 아니고 신속항원검사 양성나왔는데 정확한거에요  집에 돌아와서 키트로 검사하니까 키트는 음성인데  ,감염내과
확진자의  차 백신 접종 여부는,    년  차 백신접종     월 후    월   일 코로나 확진되어   월   일 격리해제 되었습니다  이 경우에  차 백신을 접종해야 하는 지 궁금합니다  접종여부에 대한 판단을 도와주시기 바랍니다 ,감염내과
대상포진 일까요  ,몇일전 설사 하고 온몸이 쑤시더니 오늘 몸에 이런게 올라와있네요 대상포진 일까요   ,감염내과
b형간염 보균자가 코로나 백신 맞아도 돼나요,b형간염 보균자고  달정도 전에 증상이 발현돼서 약을 복용하고 있는데 코로나  차 접종을 맞아도 될까요  내공    겁니다,감염내과
이약중에 각성상태 유발하는 약이 있나여     ,코로나 확진으로 비대면 병원 처방받은 약 인데요 두번먹었는데 두번다 각성상태  울렁거림 있네요 어떤게 문제인걸까여   검색해봐도 모르겠어서오     증상은 발열 두통 안구통 근육통 오한 설사  가래 이렇게 말씀드렸거든여 중상은 다 사라졌는데  갑자기 각성상태가 심하게와서 약먹으면 잠올거라더니 잠은 커냥 잠한숨 못자고 막 정신없고 온몸에 힘 없고 손떨리고 답답하고 집중력 떨어지고 막 일주일 못잔거 처럼 미치겠다라고요 지금은 괜찮아 졌어여   내일 전화로 말씀드리긴 할깐데 궁금해서여   어떤약이 문제인걸까여  ,감염내과
오늘부터   세   세 백신  차접종 가능하죠 ,오늘 문자가 왔는데 이제부터      세 백신접종 가능하다는데 맞나요 ,감염내과
단순포진관련   ,제가 입주변 포진이 피곤하거나 면역떨어지면 너무자주 나거든요  그래서 한편으론 엄청스트레스인데 얼굴도 여드름 잘못압출하면 그주위가 포진으로 변하는경우가 꽤 있었어요    그리고 MTS 시술같은거 해도 어느날은 괜찮은데 어느날은 얼굴에 포진 막 나고    대체 왜이런건지 아시는분 있나요    그냥뒤집어지는거도아니고 저는 포진이 왤케 자주나는거에요        넘스트레스에요   엉엉      입주변만그러는거도아니에여 MTS하고 포진나는거같은경우엔 이마에도    아주다양함  내피부    어떻게 해야하나요   ,감염내과
가족 감염 자가격리 질문드립니다 ,남편은  차 접종 저는  차접종 저희부부 음성 오늘 초등생 아이둘 중 한명만 양성 가족 모두 자격격리 맞는거죠  뉴스보니까 내일부터 pcr음성이면 작은 아이 학교등교는 가능하다던데 맞나요 ,감염내과
같이 있었던 사람이 코로나 확진되면,저도 꼭 검사를 받아야하나요  법적으로 ,감염내과
동거인 확진시  일 이내 pcr 필수인가요  ,이게 의무인지 권고인지 잘 모르겠어요,감염내과
대상포진증상,저희 엄마가 갑자기 배에 두드러기가 나서 병원 갓는데 대상포진이래요 이제 뭐죠 ,감염내과
백신 미접종자,제가  차백신 맞은지   일이 넘어서 미접종자 됐는데 아빠가 확진이셔서 pcr받았는데 음성떴어요 이러면 격리 안해도 되나요 ,감염내과
동거인 확진,제가 친구랑 자취중인데 등본상 주소는 둘다 각자 본가에요   근데 친구가 확진되면 저 pcr받을수 있나요    보건소에서 문자가 오나요    ,감염내과
코로나 양성 후  차접종,코로나 양성 떠서   일 자가격리 하고 이번주 화요일에 풀렸는데 담주에  차 백신 접종 맞아도 되나요  코로나 부작용은 딱히 없습니다 잘 아시는분만 답 주세요   ,감염내과
코로나 걸릴까요 ,화요일에 저와 친구가 신체 접촉을 하고 친구가 오늘 확진 판정을 받았는데 저도 확진 가능성 있나요  두통 기침 피로감 근육통이 있어서요   화요일에 그 친구가 잠복기중이였다면 저도 감염 가능성 있지 않을까요 ,감염내과
목건조와 코로나   증상,현재 이틀째 목이 너무 건조하고 쾌쾌한데 이게 일반 단순 목감기인가요  아님 코로나   증상인가요  자가키트는 음성 나왔어요,감염내과
 차 접종,제가 이제   살인데 병원에서  차 백신을 접종할수있나 궁금해서 물어봅니다 백신  차 맞고   일 지나면 다시 맞아야 하나요  ,감염내과
공무원 가족 코로나 확진,제가 코로나가 확진이 됐는데 저희부모님이 공무원이십니다 부모님 음성나오시면 출근 가능할까요 ,감염내과
코로나 재확진 가능성,   일부로 완치 후 격리해체 판정 받았습니다 기숙사를 같이 쓰는 룸메가 오늘 오후 확진판정을 받았는데 어제랑 오늘 오전에 같이 간식을 먹었거든요 자가키트는 음성나오는데 확진 가능성 있을까요  고등학생입니다,감염내과
대상포진 인가요 ,엄청 간지럽더니 오늘은 후끈거리기까지 하네요   이거 대상포진인가요  대상포진 앓은 적은 있습니다     ,감염내과
어린이  세 자가격리기간, 일 맞지요   접종 완료자든 미완료자든  일동안 자가격리 하는것 맞죠  ,감염내과
인후통 증상일 때에 어떤 물 ,오미클론 감염됐는데 인후통 증상만 있는데요 따뜻한 물을 마셔야하나요 찬 물을 마셔야 하나요  전 지금까지 찬 물을 마셨는데 다른 분들은 따뜻한 물을 섭취 하셨더라구요 무슨 물읏 마셔야 할까요,감염내과
대상포진 수포 번짐,대상포진 진단 받아서 약 받아먹고 있는데 약을 먹는 동안에도 수포가 번져서 심해질 수 있다고 그러더라구요   항바이러스제 먹은지  일 되었는데 점점 더 번지고 심각해지는거 같아서 걱정이에요 지극히 정상적인 상황인거겠지요   ,감염내과
코로나 무증상자인데요,제 동거가족이    부터 증상 발현     일 양성 판정을 받았고 저는 오늘 아침에 양성 판정을 받았는데 증상이 아무것도 없습니다  가족 중에 음성 판정을 받은 사람도 있어서 제가 확진된 가족이랑 같이 화장실을 써야할 것 같은데    다 나아가던 확진자가 저랑 같이 화장실을 씀으로 인해 재감염될 수 있을까요     반대로 확진자와 제가 같이 화장실을 씀으로써 제가 무증상이였다가 갑자기 증상이 발현될 수 있을까요 ,감염내과
B형감염 주사,B형감염주사 맞아야하는 날짜를 까먹어서 일주일 정도 지났는데 지나도 맞아도 되는건가요 ,감염내과
코로나  차백신 접종시기질문,        일에 화이자  차를 접종했습니다 언제부터  차 접종을 받을 수 있나요 ,감염내과
대상 포진인가요 ,대상포진인거같기도하고 근데 건드리면 살짝 통증이 일단 병원가서 처방받고 약먹고있어요 심각한건가요 ,감염내과
에이즈 성형수술,작년에 전신마취로 수술했는데 그때늗 아무이상없다가 이번에 수술하기위해 검사했는데 에이즈가 양성으로 떴습니다   핀제거를 해야되는데 저는 그럼 수술이 불가능한건가요 ,감염내과
전문가님들 혹시 이게 대상포진인가요  아니면 알러지 종류일까요  ,어젯밤에 갑자기 온몸에 올라오더니 간지러워서 밤잠을 설쳣습니다  그리고 그다음날 아침에는 정말 깨끗하게 없어졌구요  그런데 오늘밤에 다시 겨드랑이 쪽이 간지럽더라구요   제가 대학생시절 대상포진을 한번 앓은적은 있습니다 ,감염내과
대상포진 질문,대상포진을 피부과에서 진단 받게 되었는데요 일반적인 대상포진이랑은 다르다고 하더라구요    일주일동안 왼쪽 얼굴의 모든 부분에 통증이 심하게 나타났었습니다    치통  두통  안구 근처 통증 등  특히 치통     일주일 정도 지나니 저녁을 먹는 도중 통증이 싹 사라졌습니다    다음날 일어나보니 왼쪽 입술 과 그 근처에 수포가 생겼습니다    맨처음엔 일반 피부병인줄알고 방치하다가 셋째날 피부과에 갔습니다    대상포진 진단을 받았습니다    의문인점은      진단 당시에 통증이 없어 헤르페스를 의심했었는데요 위와같은 상황에도 대상포진이라고 하나요      피부과 의사분 말로는    주를 내원해야하며 레이저 치료와 스테로이드 주사를 매일 맞아야한다는데 제가 알기론 스테로이드 주사는 초기에 통증 완화용으로 맞고 절대 많이 맞지말라고 알고있는데  이게 맞는건가요     현재  일 연속 맞았습니다     그리고 병원에서 대상포진 치료시기를 놓쳤다고 하는데  이게 대상포진 치료시기가 통증이 나타나고  일인가요 아니면 수포가 발진하고나서  일인가요   후자면 제때 치료받은게 맞는데 자꾸 늦었다고 해서요     입니다   통증이 가끔씩 있긴하지만 못참을 정도도 아니고 그냥 쿡쿡 찌르는 수준정도이며 수포들은 다터져서 딱지도 조금씩 떨어지고 있습니다 약만 먹으면서  주  주 경과보면 될까요  ,감염내과
C형감염환자,에 굳은피  여드름 터지고나오는 피  피딱지  이런걸로도 감염이 되나요  ,감염내과
HIV 감염관련,제가 얼마전에 구강성교를 했는데 그때 정액을 그냥 입으로 삼켰습니다  만일 상대방이 HIV보유자였다면 이라는 생각이들더라구요 제가 에이즈 걸릴 확률이 높을까요 검사해보는게 좋을까요,감염내과
이제  차접종자도 식당에서 밥 먹을수있나요 ,방역패스인가 그거적용중이라던데 맨날 쫒겨나서 그럤는데   이젠 떳떳하게 먹을수있는거죠   ,감염내과
a형 간염  차 접종 후 노바백스 차 접종 간격,  대 후반 여자고  월  일 토요일에 a형 간염  차 접종을 하였는데  월   일 토요일에 노바백스  차 접종을 해도 될까요 ,감염내과
대상포진 헤르페스 내과,입술에 대상포진인지 헤르페스인지가 생겼는데 이비인후과 말고 내과 가도 되나요 ,감염내과
백신 미접종자 코로나걸린 후 백신접종여부,백신 미접종자  차도 안맞음 가 코로나 양성판정을 받고 지금 곧 회복중에 있습니다 이후 완치 판정을 받고 음성이 나올 경우 백신을 접종하지않고도 해외에 갈 수 있나요 ,감염내과
간염  말라리아 등 여러백신을 맞으려는데 백신마다 몇개월 단위가 필요하고  백신 조합은 어떻게 되나요 ,오지를 간다고 가정하고 여러 백신을 맞으려고 합니다   생각 중인건      말라리아    유행성 출혈열    폐렴구균    파상풍    a형 간염  b형 간염  정도를 생각중인데 접종가능 기간은   일입니다    일 후에는 병원에 방문이 어렵습니다      백신 사이에 어느정도 공백이 있어야하는지     백신끼리 종합해서 맞을 수 있는게 있는지 ex 파상풍과 말라리아 같이 맞아도 된다이런거      오지에 갈 때 이 백신도 맞으면 좋다 대상포진  수막구균 등      최대한 자세하게 작성해주시길 부탁드립니다  내공     겁니다   ,감염내과
코로나 가족확진 자가격리,엄마가 항원검사로 확진됐는데 저는 음성 나왔거든요    차 접종   일 지났는데 대학교 등교 가능한가요  ,감염내과
오미크론 잠복기 감염,친구가 토요일에 신속항원으로 양성받고 pcr 해서 일요일인 오늘 확정 판정을 받았는데 금요일까지 저랑 같이 학원 다녔는데 저 언제부터 격리된 공간에서 나가도 괜찮을까요,감염내과
대상포진인 줄 모르고  차 백신을 맞았어요 며칠 전부터 빨갛게 올라왔었는데 몸상태가 괜찮은 거 같아서 백신 맞고 피부과에 갔는데 대상포진이에요,대상포진인 줄 모르고  차 백신을 맞았어요 며칠 전부터 빨갛게 올라왔었는데 몸상태가 괜찮은 거 같아서 백신 맞고 피부과에 갔는데 대상포진이에요   대상포진 약을 먹어도 되는 건가요    이렇게 된다면 어떻게 해야 하나요 ,감염내과
코로나 백신  차접종 언제 맞나요 ,제 나이는   세 만  세  입니다    차는   월   일에 맞았어요  ,감염내과
밀접접촉자 격리,같이 밥먹은 친구가 코로나 확진됐는데 저는 키트 음성으로 나오면 학교 학원 가도 되는건가요  따로 격리가 필요한지 헷갈려요  ,감염내과
코로나 확진자 백신 접종자일 경우 격리일,얼마 전부터 백신  차까지 맞은 사람들은 확진 되었어도 격리  일만 한다는데 맞나요  아니면 일주일 격리 그대로인가요 ,감염내과
코로나 양성인데 가족,일단 저희 가족 다  차 접종한지 오래됐어요 오늘 제가 자가진단키트 양성 떠서 내일 pcr 검사 받을건데 거기서 양성 뜨면 저희 가족도 의무적으로 pcr 검사 받아야 되는지 궁금해요,감염내과
가족 확진으로 pcr검사 받았는데 음성나오면 알바해도 되나요 ,아니면 가족이 격리해제 될때까지 기다려야 하나요     알바 하려는데 알바도 하면 안되나요 ,감염내과
양성 격리기간, 차까지 접종했습니다  딱 오늘까지  일 되는데 최소 격리 기간은 며칠인가요   개월이라는 말을 들었었는데 그건 아닌 거 같아서요   개월이면 일상생활 자체가 불가능같거든요 ,감염내과
코로나 모더나 백신 맞기전 잠을 못잤는데 맞아도되나요 ,제가 최근에 근무를 연속 근무서서 이틀연속 잠을 못잘거같은데 그렇게 하고 모더나 백신  차 맞아도될까요 ,감염내과
열은 올랐다가 내려갔고 며칠 뒤에 잠시 오르고 금방 내려갑니다  인후통이 있으며 콧물도 많이 나고 가래도 좀 끓습니다  하지만오한은 없으며 근육,열은 올랐다가 내려갔고 며칠 뒤에 잠시 오르고 금방 내려갑니다   인후통이 있으며 콧물도 많이 나고 가래도 좀 끓습니다  하지만오한은 없으며 근육통두통도 없습니다  키트기를 몇번 써봐도 음성이라고 나옵니다   코로나 증상이라기엔 편도가 부은건가 싶고  코로나 증상인가요,감염내과
코로나 확진자 격리기간,제가  월  일에 검사 후  월  일에 확진 판정을 받았습니다 그러면 언제까지 격리 해야하는 건가요 ,감염내과
mmr 수두 b형간염 접종,mmr 수두 맞은 다음날 b형간염 맞아도 되나요 ,감염내과
피부염  대상포진 ,대상포진인가요 피부가 왜 이런걸까요 ,감염내과
코로나  주일 경과했는데  병원에 가야 할까요 ,안녕하세요   코로나 양성 확진으로  주일 재택격리를 마쳤습니다만 몸이 이상 증상이 있어서 질문드립니다   호전된 증상   목이 엄청 아팠지만  지금은 하나도 안 아픔   발열과 오한이 났었지만  지금은 열 전혀 안 남   식은 땀이 났었지만  지금은 괜찮음  현재 증상   마른 기침을 가끔 함   기침 할 때 가래가 나옴   가끔 숨 쉴 때 약간 거북함   몸 전체에 두드려기가 있음    피부 발진이 없어지지가 않음    몸이 가끔 따가운 증상이 있음   이 경우 아직도 아픈게 맞는 걸까요   어떤 병원  어떤 의사에게 찾아가야하는 건지를 모르겠습니다 ,감염내과
코로나  일 격리 해제 후 아기를 바로 봐도 되나요 ,   일 넘은 아기 아빠입니다  현재 저는 코로나 확진이 되어 있어 자택 치료로 인해 자택 에서 격리 중 입니다   아기는 다행히 코로나 음성이며 본가에 맡겨둔 상태이며 아기 엄마도 음성입니다   저만 양성이고 확진인 상태인데  일 격리 해제 후 아기를 데려와도 되는 걸까요   아니면 보건 쪽 지침대로  일 격리 해제 후  일 뒤부터 보면 되는 건가요  아기를 데려와서 봐도 되는 기준이 없어서 너무 에매 하네요,감염내과
공공화자실에서 마스크물 닦을때랑 코풀때 벗어야 되는데 코로나가 그사이에 공기중에서 전파될수 있지 않나요 ,숨 안쉬고 빨리하고 다시 올리면 괜찮나요  그래도 그 공기안에서 섞여 들어가면 소용없는거 아닌가요 ,감염내과
코로나 밀첩접족자,친구가 코로나에서 양성이 나왔는데 이 친구랑 같이 밥먹고 그랬는데 키트기에선 음성이 나왔어요 근데 먼가 불안한데 이거 격리를 해야 하나요 ,감염내과
코로나 심장 명치 통증,원래 코로나 걸리면 심장 명치에 통증이 있나요 ,감염내과
백신 접종 부위 통증,화요일에 노바백스 맞았는데 접종 부위가 아직도 욱신거려서요   심한 건 아니고 많이 나아진 거 같긴 한데 만지면 욱신 거리는 정도예요  언제쯤 없어질까요    혹시 백신 접종 부위 압통 안 없어지는 경우도 있나요    보통  일 이내에 없어진다는데      ,감염내과
아버지 대상포진인지 확인 부탁드립니다,허벅지 쪽을 자주 긁으시길래 봤더니 상태가 이렇더라구요 아버지 본인은 긁어서 이렇게 되셨다는데 병원을 안가시려고 무척 애쓰시는 분이라 지식인에 먼저 물어봅니다,감염내과
코로나 자가진단 키트 결과,양성 맞나요  ,감염내과
코로나 오미크론 확진 후 코로나 면역 몇개월가나요 ,코로나 확진 판정 받으면  개월 동안 방역패스 적용된다고 들었습니다   그럼 코로나 항체도  개월 가나요  아니면 계속 코로나에 면역이 생기는 건가요 ,감염내과
가족이 대상포진입니다,함께 사는 동생이 대상포진 걸렸다고 합니다 제가 주의할 것이 있을까요  저는 수두나 대상포진 앓은 적 없고   대입니다 찾아보니   대는 대상포진 예방접종이 안 된다고 하네요 그래서 더 불안한데   수건이나 빨래바구니 등 함께 사용해도 괜찮은지요  얼마나 주의하면 되나요 ,감염내과
 차접종후 돌파감염되면,회복 후  차접종해야되나요      년   월  차접종하여 백신패스가  월 초 만료예정입니다   차접종을 해야된다면 언제까지해야되나요 ,감염내과
코로나 전염에관하여,마트에 마스크 착용하고 물건 구매하다가 다니는 길이 좁고 그래서 상대방 마스크 착용 한사람들  옷 스치거나 지나치는건 위험한가요  괜찮나요 ,감염내과
코로나확진과함께 대상포진 걸림,코로나확진과함께 대상포진이 걸렸는데 대상포진약과 코로나 목감기 코감기약이랑 같이 복용해도 되나요 ,감염내과
식은땀 이 많이 나고 오한이 심해요 해열진통제 복용 괜찮을까요  코로나 확진 오늘격리해제입니다,코로나 확진되서 재택 격리 치료하면서 약을 비대면 처방 받아서 먹고 증상이 나아지는듯 하더니 어제부터 식은땀과 오한이 너무 심해졌습니다 해열진통데 계속 복용해도될까요 ,감염내과
입술수포 세균감염 연고,입술이 갑자기 따끔 하더니 부어오르면서 수포가 생겼네요 입술 끝이아닌 조금 위에 생겼는데 아시클로버는 없고 리도맥스 연고를 발라도 되나요 ,감염내과
코로나 확진됐는데,요즘은 집에서 자가치료하나요  제 친구는 몇주전에 소방학교에서 격리하던데,감염내과
수두 접종, 차 수두접종은 백신명 스카이바리셀라주를 맞았는데  차는 다른 백신명으로 맞아듀 되나요 ,감염내과
  년생 만  세 은 코로나 백신  차 아예 불가능한건가요 ,미접종 권고가 아니라 아예 절대로 불가능 한건가요 ,감염내과
  년생  차 접종 가능한가요   ,제가 내일  차 맞은지   일이 되는데 저도  차 접종가능한가요   제가   세만 들은것같아서요  저는   년생 만   살 입니다     답변 부탁드립니다 ,감염내과
대상포진 예방접종 매년 해야하나요 ,평생 한 번만 맞으면 된다는 사람도 있고  년마다 맞아야 한다는 사람도 있고 매년 맞아야 한다는 사람도 있어서 헷갈리네요  ,감염내과
코로나    확진후  차 백신 맞아야하나요 ,백신 모더나  차까지 맞은후      일정도가 지났습니다 모더나를 맞고 생리를  개월동안 하지않는 부작용이 일어나서  차 백신을 안맞고 최대한 미뤘는데 결국 코로나가 걸려서 자가격리중입니다 코로나 확진자는 백신을 맞아도 소용이 없다는데 맞아야하나요  제가  월에 미국 출국예정이면  차 맞아야 할까요 ,감염내과
백신  차 접종 후 두 달 후 후유증,백신  차 접종을   월   일날 접종을 해서 이제 두 달 정도 지났는데  갑자기 왼쪽 심장 위쪽에 누가 때리는 것 같은 통증이 나타났다가 안 나타났다가 그럽니다  혹시 이게 백신 후유증일 가능성이 있나요 ,감염내과
헬리코박터 제균치료,위내시경 할때 헬리코박터균도 나와서  주동안 항생제먹는 제균치료를 했습니다   의사선생님이 헬리코박터는 대부부 어렸을때 부모님이나 타인이랑 같이 밥을 먹으면서 식기를 같이 써서 옮아온다고했어요   그럼 이번에 제균치료를 하고나서  또 남들이랑 식기를 같이 쓰거나 음식을 나눠먹으면 다시 헬리코박터균에 걸릴 수 있는건가요 ,감염내과
대상포진주사는   대  대 맞나요 ,국산이 있고 수입산이 있다는데 어떤것이 좋나요  국산도 전혀 나쁘지않나요 ,감염내과
입술포진  헤르페스 ,백신 차  일차에 입술에 물집이 여러개는 아니고 크게 하나 잡히고 부어올랐는데 입술포진인가요  헤르페스같은건가요  원인이랑 치료법 좀 알려주세요 ,감염내과
코로나 잠복기전염   음성,안녕하세요 제가 A라는 사람과 같이 있었거든여 근데 그 A라는사람의 언니가  일 전쯤에 놀러를 갔다와서 이틀전쯤에 아파서 검사를 받았는데 양성이 떳다 하더군요   근데 그 언니는 A라는 사람과 같은집에서 하루만 있었던 상황이구 그 언니는 집이 원래 다른곳이라 하루밤만 지내고 갔는데 이틀전에 아파서 양성이 떳다네요 그래서 부모님이 검사를 받고왔는데 어제 두분다 음성이 뜨셨고 증상은 그냥 정상이시라내요 그 A라는 친구는 혼자 시간텀으로 자가키트  번했는대 다 음성이고 이 상황애서 제가 양성일수있을까요,감염내과
B형간염 mmr 예방접종 후 수두 예방접종,B형간염과 mmr 예방접종을 맞은지   일 되었는데 수두 예방접종 가능한가요  그리고 b형간염  차밖에 안맞았는데 항체검사 해도 되나요  어릴때  차까지 맞은 기록은 있습니다,감염내과
백신  차 접종,중학생도 백신  차 접종 맞는건가요   아니면 만  세까지만  차를 맞는건가요  ,감염내과
