,0,1,2
10,코로나 초기증상이 일주일넘게  ,동거가족이 일주일 전에 코로나 확진되었었고 저는 확진자가 확진받은 그 날부터 분명 목이 살짝 아팠거든요   그래서 아 초기증상인가보다 했는데 동거가족이 격리 풀린 지금까지 계속 같은 증상이에요   원래 초기증상이 이렇게 오래 가나요  아니면 지금 제가 걸린건데 증상이 약해서 모르는건가요   ,가정의학과
11,코로나 증상,목에 뭐가 낀것같구   콧물도 나오고  열도 뜨끈뜨끈하구여 저 빼고 가족이 다 걸렸어여  목이 너무 불편한데 신속항원검사랑 자가키트는 음성이 나왔어요 어떻게해야하져   학교 가는게 맞는거죠  너무 많이 빠져서   ,가정의학과
12,코로나 목 부음, 일전에 코로나 확진을 받았습니다 약도 잘 챙겨 먹었는데 목 부음이 도대체 낫지 않네요   목이 너무 심하게 부어서 침을 삼킬때도 너무 고통스럽고 밥도 못먹습니다 목 부음 심할때 어떻게 해야되나요  해결책이 없을까요  약도 안듣는것 같아서 그래요   살려주세요 내공    걸어요   ,가정의학과
13,배우자 확진 코로나 잠복기,배우자가 저번주 금요일 코로나 확진되었습니다  그래서 금요일에 병원에 방문하여 코로나 검사 받았는데 음성 나왔구요 토요일에도 방문하여 검사했는데 음성나왔습니다  월요일에 병원 방문하여 코로나 검사했는데 음성 나왔구요  오늘 화요일 병원 방문하여 코로나 검사하였는데 양성나왔습니다      이렇게 잠복기간이 긴 경우가 흔한가요  억울하네요     회사에서는 금요일부터 나오지 말라해서 출근 못하고 있었는데요  오늘 감염 확진받아서  일을 더 쉬라고 합니다   제가 하는 일이 거의 반 프리랜서  이런 개념이라 일을 쉬면 급여가 주는데요     마누라 땜에 나오지 말라고 하는 것도 월급이 줄어서 화가 많이 낫는데  확진이라  일을 더 쉬라고 합니다     ,가정의학과
14,가슴이 답답함,숨을 크게 들이쉬거나 딸꾹질 하거나 웃거나 하면 뼈가 아픈느낌인데 왜이런가요,가정의학과
15,성대결절 초기 증상인가요 ,매일 코노 한 번 가면   곡 이상 거의 한 달 정도 불렀어요  많이 부를 땐 코노  번도 가고 그랬는데 아무 증상 없다가 갑자기 어제부터 원래 올라가던 음이 목에 걸리면서 안 올라가고  억지로 올리면 내려올 때 쉽게 내려왔던 게 대부분이 공기소리  숨소리  로만 나와요   노래 부르고 가만히 있으면 목이 아주 살짝 엄청 조금 아프긴 한데 코노가 제 대학생활 낙인데  성대결절 초기증상인가요 ,가정의학과
16,음식이 코로 올라와요   ,음식이 코로 올라와요    한 두번이 아니고  밥을 먹을때 마다 그렇습니다    밥을 먹으면  밥풀이 코로 올라와서 심한 재채기를 여러번 하고  코를 여러번 풀어야지 안정이 되요    귀에서 진물이 조금씩 나오는데  연관이 있을까요   ,가정의학과
17,자려고 눈감았는데 숨이 잘 안쉬어지고 가슴 살짝 아픔 답답,자려고 눈을 감았는데 숨이 시원하게 잘 안 쉬어지고 가슴이 살짝 아프고 답답한 느낌이 있어요 못 자겠네요,가정의학과
18,항히스타민,비염으로 인해 항히스타민을  달정도 복용했는데 입안이 바짝마르네요  부작용같은데 치료법은 어찌되나요  완치 안되나요    너무 힘드네요,가정의학과
19,발톱 좀 봐주세요 어디 부딪힌 기억은 없고 통증도 없습니다  근데 이게  주일전부터 보이다가 점점 진해지는거같아요   뭘까요  병원은 어디로 가,발톱 좀 봐주세요  어디 부딪힌 기억은 없고 통증도 없습니다  근데 이게  주일전부터 보이다가 점점 진해지는거같아요   뭘까요  병원은 어디로 가야되나요,가정의학과
20,종아리가 허벅지만큼 두꺼워서 스트레스,종아리가 허벅지만큼 두꺼워서 스트레스에요    만져보면 살인거 같기도 하고 잘 모르겠네요 아무튼 너무 스트레스 받는데 종아리 어떻게 살을 빼는게 좋을까요 ,가정의학과
21,자가키트 양성 자국,키트 돌렸는데 엄청 희미하게 육안으론 거의 안보이고 사진으론 좀 더 확실하게 보이는 양성 줄 있는데 원래 키트에 양성 자국이 있나요 ,가정의학과
22,안녕하세요  예방접종 수두 a형 b형 간염  관련 질문드립니다 ,내년 병원 실습으로 인해 예방접종을 해야합니다   수두 a형 b형 예방 접종  당일 날 동시에 맞아도 되나요  궁금합니다 감사합니다 ,가정의학과
23,익상견갑  너무 스트레스 받습니다 ,제가 익상견갑이 있는것을 모르고 팔굽혀펴기 턱걸이등 운동을 진행하였는데 몸이 좌측으로 틀어지고 좌측어깨가 더 발달했군요 더군다나 익상견갑이 있다는것을 인지하고 나서는 오른쪽 날개뼈가 너무 불편하게 느껴지기 시작했습니다  이런경우 어떻게 고쳐야 하나요   오른쪽 날개뼈가 너무 거슬리는게 스트레스입니다    ,가정의학과
24,배꼽 아래 불편감,  세 여자구요 저번달 생리는   일에 했는데 원래 한달주긴데 어제 안해서 좀 불안하고    요즘 갑자기 배꼽 아래쪽에 장기 라고 해야하나 암튼 배꼽 아래 장기가 있을만한 곳에 불편감이 느껴진다고 하면 알아들으시려나요    뭔가 안쪽에 아프진않고 뭔가 불편한 느낌이 들어서요   생리도 안하고 좀 많이 불안하네요 관계 그런건 안해서 임신같은 건 아닌것 같은데   배꼽아래에 무슨 장기가 있죠     왜 이러는 걸까요   도와주세여 병원을 간다면 무슨 병원을 가야하죠  그리고 암 같은 건 아니겠죠    ,가정의학과
25,고등학생 살,고등학교 다니는 남자입니다 제가 키가     정도 되는데   키로도 되지 않습니다 좀 건강하게 살 찌는 방법 이런거 아시는 분 좀 알려주세요   너무 스트레스 입니다,가정의학과
26,과일 그릭요거트 먹었는데 설사,제가 아까 과일이랑 그릭요거트랑 꿀을 먹었는데 그릭요거트랑 꿀은 한 세입밖에 안먹었고 과일은 파인애플 청포도    그람씩 다 먹고 바나나 반개 먹었거든요 근데 배가 아프더니 설사하고 지금은 속이 좀 안좋아요 배도 좀 아프고요 뭐 때문인질 모르겠어요,가정의학과
27,  살 심장쪽아픔,안녕하세요   살 학생입니다  오늘 집에가다가 어깨가 뻐근해서 스트레칭을했는데 갑자기 퍼지면서 상체 왼쪽이 마비되어 몸을 못움직이겠고 심장쪽이 아파서 숨도 잘 안쉬어져서 편의점 앞에서   분가량 쉬다가 비틀거리면서 집으로 돌아왔습니다  지금은 좀 좋아졌고 숨 들이마실때 심장쪽만 좀 갑갑하고 아픕니다  내일아침 병원을 가려 하는데 지식인에 검색해보니 다들 응급실을 가야한다며 심근경색 증상이라 하더군요  어떻게하면좋을까요  많이무섭습니다,가정의학과
28,백신 부작용, 차 백신 금요일에 맞았고 토요일에는 열이 많이 나고 어지러워서 밥은 한끼 반 정도 먹고 타이레놀  시간 간격으로 세 개 먹었어요  근대 일요일까지도 계속 어지러워서 일어날 수가 없습니다   어떻게 해야 할까요 ,가정의학과
29,코로나 자가키트 자꾸  줄 떠요, 월  일에 자가키트  줄 떠서 pcr 검사 받았는데 음성 나왔었고 그 후   일에도  줄 떠서 검사 받았는데 음성 나오고   일에도  줄떠서 검사 받았는데 모두 pcr 결과 음성 나왔어요 근데 이번에도 자가키트  줄 나왔는데 PCR 검사 받아야 하나요   아무증상 없어요   ,가정의학과
30,발톱 이상하게 나는거 같은데 어떡하죠,작년   월에 발톱 들리고 오늘 축구하다가 발톱 뜯어져서 봤는데 이상하게 나는거 같아요 발톱 들리고 이중발톱으로 자라고 있었는데 뜯어져서 보니까 또 이중발톱으로 자라는거 같아요,가정의학과
31,가족 양성 학교 안가는법,가족 중에  명이 양성 나왔는데요 전 음성 나오면 학교 갈 수 있는 거잖아요 학교 가기 싫은데 엄마가 아침에 검사받고 가래요 학교 하루라도 빠지게 엄마 설득하는 방법좀,가정의학과
32,눈이 어지러워요,밥을 먹거나 폰을 보거나 음식 만들고 앞에 딱 고개를 즐면 눈 초점이라고 해야 하나 눈이 너무 어지러워요 한   초 후에 나아지긴 하는데 이틀 째 그러고 있어요 왜그럴까요           ,가정의학과
33,자주걸을때,요즘 걸을때자주 어지럽고 핑도는데 이유가뭔가요 ,가정의학과
34,목 열이   도 에요,코로나 걸렸는데 이마는 괜찮은데 목 열이   도 에요      어카죠 병원이 마감이여서 내일 신속항원검사 할껀데 몸 열 식히는 법 좀 알려주세요   ,가정의학과
35,어지럽고 토할 거 같아요,오늘 아침부터 계속 머리가 지끈지끈 거리고  심장도 빨리 뛰고  속이 울렁거리면서도 토할 것 같은데 진짜 토할 것 같진 않아요 그리고 피로감도 엄청 느껴져요 이게 뭘까요  ,가정의학과
36,코로나 잠복기 전염 가능성,제가 금요일에 코로나 잠복기였던 친구랑 두 시간 정도 서로 마스크를 안 벗고 같이 있었는데 그 친구가 오늘 저녁에 자가키트를 해 보니까 양성으로 떠서요    저도 감염될 가능성이 있는 걸까요  급해요    답 얼른 주세요,가정의학과
37,소화가 잘 안돼요,요즘따라 소화가 잘 안되고 저녁에 뭘 먹어도 다음날 아침에 학교 등교할때나 오래가면  교시까지 배가 자꾸 아파요 꾸륵 꾸륵 거리구요 제가 밥을 먹고 나도 꾸륵 꾸륵 거리면서 배가 아파요 화장실   가면 설사도 하구요 제가 걸리는 거 있다면 음식을 먹고 눕는다는 거  혹시 이유가 그것 때문인가요  근데 저희 아빠랑 언니도 자주 그러던데 유전인가요  궁금합니다 그리고 배가 안 아플려면 어떻게 해야하나요  아플 때 좀 버티면 괜찮긴한데 너무 고통스러워요 제발 배 안 아픈 법 좀 알려주세요  ,가정의학과
38,코로나 오미크론 식혜 맛이 안 나요,제가 오미크론에 걸렸었는데요 음식맛이 다 잘나요 약간 들 나긴 하는데 다 잘 나요 그런데 식혜맛이 하나도 안 나요  직접 만든 식혜라서 상했나 하고 사서 먹었는데도 식혜맛이 안 나요 제가 식혜를 진짜 좋아하는데   다시 돌아올까요  그리고 식혜만 맛이 안 날 수가 있나요  왜 이러죠,가정의학과
39,삭센다 사용중 탁센 소염진통제  복용,삭센다 사용한지는 오늘로  일차고 탁센을 한번 복용해도 될지 궁금합니다  또 삭센다를 사용하는 기간중 감기약이나 소화제를 복용해도 괜찮을까요  먹으면 안되는건 뭐가 있을까요 ,가정의학과
40,코로나 확진자가 재택치료중 사용하던 이불이나 침대등을 어떻게 해야 하나요,코로나 확진자가 재택 치료중이어서  개 방에 생활하고 있습니다  문제는 격리가 해제되면 확진자는 면연력이 형성되어 관계는 없겠으나 다른 가족들은  확진자가 사용하던 이불  침대 기타 물건등은 다 버려야 하는 건가요  아니면 일정시간이 지나면 사용해도 되는건가요   가구나 이불들에 뭍어 있는 확진자의 코로나 바이러스는 어떻게 해야 없앨수 있나요 ,가정의학과
41,코로나 양성 후 코가 매워요,어제 병원에서 신속항원검사를 받고 양성 판정을 받았습니다 자고 일어나고 다음날 아참에서 일어나니 한쪽 코가 너무 매워요 그리고 맛은 느껴지는데 짠것을 잘 못느끼겠어요 병원에서 신속항원검사를 잘못 받은 걸까요   너무 아파요 매워요 왜이래요,가정의학과
42,LDL 콜레스트롤 수치가     나왔어요, 년전부터 계속         수치였는데 두달전에 다른검사중에 LDL   수치였어요  다른과에서 몇일전에 했던 검사결과지를 오늘 봤는데  LDL콜레스톨수치가    이 나왔어요  약을 처방 받아야 되는거죠  제가 심장 내과 오늘 진료 보고 내일도 진료가 있는데 처방해달라고 하면 되나요   고지혈증 약 처방 받아서 먹은적은 없습니다 ,가정의학과
43,코로나  차 백신 맞고 당일날 운동했는데 괜찮겠죠 ,오늘   시쯤에  차 백신맞고  시 까지 안아파서 밖에 축구하러 갔거든요 근데 쫌 빡세게 했어요 심장이 쫌 빨리 뛸정도로 했는데 괜찮을까요 의사쌤은  주동안 무리한 운동 하지말라고 했는데요  또 내일 축구 시합이 있어서 해야하는뎅   저 안죽겠죠  ,가정의학과
44,어지럽고 토할꺼 같은 증상,제가 그런건 아니고 저희 어머니가 건물에서 청소 하시는 일을 하시는데 간혹 일이 많은 날은 어지럽고 머리가 삥삥 돈다면서 토 할꺼 같다고 하셔서 병원을 가보라고 했지만 병원 가봤자 의사가 뭐 알겠냐고 하면서 계속 안가시더라구요 아마 검사비용 때문에 그러시는거 같은데 제 속이 답답해서 죽을꺼 같네요    검사비용이라도 알면 제가 대신 드리면 되는데 하     최근에는 자주 머리가 삥삥 돌면서 어지럽고 토할꺼 같다는 증상이 자주 나타납니다  뭐 영양제나 몸에 좋은거 그런거 없을까요  어디 영양소가 부족해서 저러시는거면 꾸준히 사드리고 싶은데 뭔지 모르겠으니 미치겠습니다     어머니 평소에는 밥을 좀 빨리 드시는 편이고  체형은 비만 입니다  그리고 밥 먹고 피곤하다며 바로 누워서 티비를 보시는 편 이고요  병원을 안가시니 네이버 지식인 이런거에라도 한번 적어봅니다   ,가정의학과
45,식욕억제제 디에타민 부작용 도와주세요  ,정확히  일전에 나비약 디에타민 처방받아서 첫날에  알 복용하고   시간째 잠 한숨도 못자고있습니다   이거 응급실이라도 가봐야할까요    두통 환각 환청 증세는 없는데 약간의 어지러움과 몸이 각성된 느낌입니다  이러다가   시간    시간    시간     시간 잠 못자다가 졸도될까 두렵네요  ,가정의학과
46,HCV 인슐린 바늘 찔림,병원에서 일하면서 치우다가 그만 HCV환자 썼던 인슐린주사기에 찔렸어요 피도 조금 났구요 지금은 시간이 없어서 그런데 금요일쯤에 병원을 갈 예정입니다   혹시 가정의학과를 가야할까요 아님 내과를 가야할까요   일반 작은내과에서는 혈액검사에 HCV Ab 결과가 나올까요  아니면 조금 큰병원을 가야할까요 ,가정의학과
47,코로나 음성 질문합니다,  일에 아빠가 확진되시고   일 동거가족인 엄마와 저는 신속항원검사에서  저는 음성  엄마는 양성 판정을 받았습니다  아침에 검사를 받고 나서  시쯤에 갑자기 제가 오한과 동시에 열이     도까지 올라가면서 근육통까지 동반하여  시반쯤 신속항원검사가 가능한 병원에서  신속항원검사를 받으니 똑같이 음성이 나왔습니다     일 아침에도 신속항원검사결과 음성이 나왔는데 음성이 맞는걸까요   ,가정의학과
48,티눈이 점점 퍼지는것같아요  다 제거해야되나요 ,어렸을때부터 양쪽 발바닥 앞꿈치 중간에 티눈이 있었습니다  티눈도 유전인지  엄마랑 똑같은자리에 생기길래 예전에는 그냥 신기해만하고 넘겼습니다  너무 오래되서 이미 깊은 티눈입니다   근데 그이외에 헬스장을 다니기시작한지  년째인데 헬스를 시작한이후로 티눈이 원래있던곳 말고 그주변으로 앞꿈치 엄지발가락쪽 으로 새로 생기기 시작했는데 점점 많아져서 걱정입니다  그냥 두면 원래 있었던 티눈처럼 깊어지고 두꺼워질까봐 제거하긴 해야될것같은데 병원에서 제거하는것도 한번에 안되고 돈만 많이든다고 들었습니다   병원에서 제거하면 새로생긴 티눈들은 대략얼마정도 나올지  번거롭겠지만 집에서 약바르는게 나을까요  원래 이렇게 티눈이 잘생기는 체질인걸까요 ,가정의학과
49,TBPE검사,간호조무사 시험을 보고 나서 가채점후 합격이길래 건강검진을 받아야한다해서 동네 종합병원을 가려고 하는데요 제가 지금 방광염때문이 처방약을 먹고있어요 검사할때 소변검사한다고 무슨 약 먹으면 안된다고 하던데 제가 먹고있는약은 문제가 없을까요 ,가정의학과
50,항생제 먹으면 코로나 항체 안생기나요,제가 목감기인줄 알고 병원갔다가 항생제 처방받아서  일동안 먹다가  갑자기 확진됬는데요   항생제 먹으면 코로나 항체가 안생긴다는 썰이 있던데  진짜 안생길까요    일동안 먹었는데  그럼 나중에 코로나 낫고도 이후에 또 걸릴수도 있나요   ,가정의학과
51,코로나검사음성,오늘 인후통 열    도 있어는데 의심증상있어서 했더니 음성인데 안심할수있나요  병원가서pcr  시간소요 되나요  보건소로 가야하나요 ,가정의학과
52,뒷구리살빼는법 좀 알려주세요,살이 많이 쪄서 도저히 안될거 같아서 살 뺄려고 하는데 뒷구리살이 겁나 안빠지네요  자꾸 팬티가 접히는데    뒷구리살빼는법으로 시술 고민중인데 시술 받으면 확실히 효과가 있긴 할까요 ,가정의학과
53,코로나 재감염,안녕하세요 고 학생입니다  월   일에 코로나 확진판정 받고  월  일에 격리 해제되었는데요   주간 증상이 하나도 없다가 오늘 다시 두통  목 부음  기침  열등의 증상이 나타났습니다  주변에 확진된 사람들은 친구들  명정도와 가족들이 최근에 격리 해제되었는데 재감염일수도 있울까요  재감염이라면 재감염인지 아닌지 어떻게 확인하나요  ,가정의학과
54,팍스로비드  일치만 먹어도 되나요 ,팍스로비드  일치만 먹어도 될까요    일치정도 먹고 안먹어도 부작용은없겠죠 ,가정의학과
55,팔뚝지방흡입 해볼까 하는데요 ,지금 날씨가 풀려서 살빼고 있는데 팔뚝살이 안삐져서 같이 좀 빼볼려고요 그래서 팔뚝지방흡입을 해볼까 하는데 괜찮을지    아니면 지방분해주사가 더나을지 고민되네요  효과 괜찮다면 비수술로하는 지방분해주사가 나을거 같은데   ,가정의학과
56,감마티지피   이되어야정상인것같은데,부모님건강을 받으셨는데 감마티지피   이되어야 정상인것같은데 간 질환 의심으로 결과로 나왔는데   이면 심한상태인가요,가정의학과
57,자가키트후 목아픈게 맞나요 내공  ,내일 학교가야해서 자가키트로 검사를 했는데 원래는 증상이 없었는데 검사후 목이 아프네요 원래 이런건가요 ,가정의학과
58,몸이 이상한 것 같아요   ,  대 중반에 아무 것도 못 갖추고 가정을 꾸려   현재는   대 직장인이며 가정이 있고 대학원 박사과정 중에 있는 남성입니다  다름이라니라 몸에 이상징후가 계속 되어 이렇게 글을 남깁니다   외적증상은 머리 왼쪽 전체가 간헐적 두통과 소름 이라고 해야하나요  머리카락 하나 하나가 쭈뼛쭈뼛 거리는 상황이 있구요 점점 간격이 짧아지는 것 같습니다  그리고 목 뒤도 자주 통증이 있습니다   그리고 이 부분은 내외적 증상인데  대화를 할 때 집중의 흐름이 끊기는 느낌을 받습니다  선택적 단어만 캐치를 한다거나 제대로 대화를 못해 가족과도 사소한 다툼이 있습니다     그리고 직장에서나 집에서나 뭔가 해야할 일을 하는데 산만하다고 느껴질 정도로 여러 업무나 상황이 겹치면 놓히거나 까먹거나 해서 불필요한 동선이 생기거나 시간 소모를 하는 일이 잣아졌습니다     제가 집중을 못하는 건지    예전에 비해 이상하네요      건강 고수님들이나 선생님들께서 저 좀 도와주세요   ,가정의학과
59,편도염인거 같은데 방법  없을까요   ,이번에 코로나 확진이 돼서 격리하고 있는 사람입니다 근데  일전부터 침만 삼켜도 목이 죽을거같이 아프고 가만히 있어도 귀 안쪽에서 피가 나올 거 같고 목도 통증이 심한데 격리라 병원도 가지 못하고 있습니다 방법이 없을까요    ,가정의학과
60,남자친구 건강,남자친구가 건강검진을 하다가 조금 문제가 있어 다음주에 위내시경  정밀검사를 해요 여자친구로써 해줄 수 있는게 뭐가 잇을까요  그날 전화도 해주고 또 머가 잇을까요 ,가정의학과
61,진통제 교차저방,중 딸이 코로나확진으로 병원 비대면 처방으로 로노펜정 저녁 시에먹였어요  그런데 어제처럼 새벽에 열나고두통으로 잠설칠것같아  약국에서산 크린탈정 자기전  시에 한알먹였는데  괜찮나요,가정의학과
62,겨드랑이 멍울,오른쪽 겨드랑이에 났어요  움직이면 아프고 누르면 아파요  오른쪽 갈비뼈도 아픕니다 멍울이 나는 이유와 치료법 알려주세요 ,가정의학과
63,코로나증상인가요   ,어제부터 목이 좀 심하게는아니고 불편할정도로 칼칼하더니 오늘하루종일 감기약을 먹어도 칼칼한게 안낫고 종일 피로하고 갑자기 속이안좋아질라하면서 헛구역질을해요   ,가정의학과
64,어지러움증상,근  년동안 머리가 계속 어지러운데 딱 오후  시쯤부터  시까지만 매일 어지러워요  이유가 멀까요    열은 정상인데 어지러움이 심각하게는 아니에요       타이레놀 먹어도 다음날에 또 어지러워요    ,가정의학과
65,헌혈 c형간염 항체 양성,제가 헌혈을 했는데요 검사결과가 c형간염 항체가 있다고 나왔어요  그래서 피를 혈액본부에서 재검을 하니 양성이 또 떠서 폐기했다고 하더라고요  그럼 저는 c형간염 항체가 있는 건가요  제가 도저히 이해가 안 가서 종합병원에 가서 c형간염 검사를 받았는데 거기서는 음성판정을 받았거든요  그거는 효력이 없나요  효력이 있다면 적십자사에 정정신청이 가능하나요  나이가 아직 어려서 좀 심란해서 지식인에 물어봅니다   ,가정의학과
66,코로나 토,밥 먹은 직후 먹고있는중에 토가 나오려고 해요 코로나 걸린지 오늘부로 이틀째인데 원래 이렇게 토가 나오려고 하나요  빈속으로 있으면 안될 것 같아서 더 챙겨먹으려고 하는데 토가 나오려고 해서 미치겠네요 블랙아웃도  번 있었고 위중증은 아니겠죠 ,가정의학과
67,쌍커풀이 갑자기 없어질수 있나요   ,제가 원래 쌍커풀이 있는 사람인데  일에 눈이 부어가지고 쌍커풀이 없어졌는데 일시적으로 이런건가요   아니면 갑자기 사라지는 경우도 있는건가요   ,가정의학과
68,혈액 검사 관련 질문 하나 드릴께요 BUN   Creatinine ratio ,안녕하세요 혈액검사 관련해서 질문하나 드립니다   사진 첨부처럼 BUN   Creatinine ratio가 지속적으로 조금 높게 나오는 수준인데     BUN   Creatinine ratio가 몸 어디 부분이 안좋아서 수치가 지속적으로 높게 나오는건가요      해당 수치를 낮출려면 어떤 운동 또는 식이요법을 하면 좋을까요      이정도 수치면 많이 높은 편인가요 ,가정의학과
69,백신 관련 급해요  ,백신  차를  월 후반 쯤 맞았는데 맞고나선 근육통 말고는 별로 없었는데 갑자기 저번주 수요일  부터 가슴 윗부분이 답답한 증상이 있는 거에요 너무 무서운데 이거 어떡해요  만약 병원 가면 어디로 가야하나요    ,가정의학과
